"","StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","DistributionChannel","UserLanguage","Q_RecaptchaScore","Consent","Age","Sex","Citizenship","Residency","National_Identity_1","National_Identity_2","OwnCCBeliefs","OwnCCBeliefs_DO","OtherCCBeliefs_1","OtherCCBeliefs_2","OtherCCBeliefs_3","OtherCCBeliefs_4","OtherCCBeliefs_5","OtherCCBeliefs_DO","OwnBLBeliefs","OwnBLBeliefs_DO","OtherBLBeliefs_1","OtherBLBeliefs_2","OtherBLBeliefs_3","OtherBLBeliefs_4","OtherBLBeliefs_5","OtherBLBeliefs_DO","Discuss","Expectation_Changes_1","Expectation_Changes_2","Expectation_Changes_DO","Changes","Expectation_Support_1","Expectation_Support_2","Expectation_Support_DO","Support","Efficacy","Comprehension","Education","PoliticalOrientation","Urbanicity","Nationality_singular","Country","Nationality_plural","Q_TotalDuration","Nationality_Italian","Response.Type","Age_Cat","randomizer_CCfirst","randomizer_ownfirst","Condition","Comprehension.1","FL_11_DO","FL_54_DO","country"
"41","2022-09-21 21:58:50","2022-09-21 22:08:29",0,100,579,1,"2022-09-21 22:08:31","anonymous","IT",0.899999976158142,1,56,1,1,1,10,5,1,"1|2|3|4|5",60,23,6,2,9,"1|2|3|4|5",1,"1|2|3|4|5",51,16,6,4,23,"1|2|3|4|5",7,19,81,"1|2",4,28,72,"1|2",3,7,2,4,4,2,"Italiano/a","Italia","Italiani",579,"Italiano","Complete","50-59",0,1,"Control","Pass","FL_64","Control","Italy"
"42","2022-09-21 22:48:24","2022-09-21 22:53:42",0,100,318,1,"2022-09-21 22:53:44","anonymous","IT",1,1,55,1,1,1,10,10,1,"4|3|2|1|5",47,34,11,8,0,"4|3|2|1|5",1,"4|3|2|1|5",0,44,27,29,0,"4|3|2|1|5",5,44,56,"2|1",3,33,67,"2|1",3,6,2,5,7,1,"Italiano/a","Italia","Italiani",318,"Italiano","Complete","50-59",1,0,"Control","Pass","FL_76","Control","Italy"
"43","2022-09-21 22:50:54","2022-09-21 22:54:58",0,100,243,1,"2022-09-21 22:54:58","anonymous","IT",1,1,61,1,1,1,10,10,1,"1|2|3|4|5",0,0,0,0,100,"1|2|3|4|5",1,"1|2|3|4|5",0,0,0,0,100,"1|2|3|4|5",4,14,86,"1|2",3,8,92,"1|2",4,99,2,3,3,1,"Italiano/a","Italia","Italiani",243,"Italiano","Complete","60+",0,1,"Intervention","Pass","FL_64","Intervention","Italy"
"44","2022-09-21 22:43:21","2022-09-21 22:57:48",0,100,866,1,"2022-09-21 22:57:48","anonymous","IT",1,1,51,0,1,1,10,10,1,"4|3|2|1|5",70,30,0,0,0,"4|3|2|1|5",1,"4|3|2|1|5",70,30,0,0,0,"4|3|2|1|5",7,60,40,"2|1",4,30,70,"2|1",4,7,2,4,5,1,"Italiano/a","Italia","Italiani",866,"Italiano","Complete","50-59",1,1,"Intervention","Pass","FL_63","Intervention","Italy"
"45","2022-09-21 23:22:56","2022-09-21 23:27:58",0,100,301,1,"2022-09-21 23:27:58","anonymous","IT",1,1,27,0,1,1,9,4,1,"4|3|2|1|5",41,50,5,3,1,"4|3|2|1|5",1,"4|3|2|1|5",24,51,13,8,4,"4|3|2|1|5",5,42,58,"2|1",4,55,45,"2|1",4,5,2,6,1,1,"Italiano/a","Italia","Italiani",301,"Italiano","Complete","18-29",0,0,"Intervention","Pass","FL_88","Intervention","Italy"
"46","2022-09-22 00:01:47","2022-09-22 00:07:56",0,100,368,1,"2022-09-22 00:07:56","anonymous","IT",1,1,59,0,1,1,10,10,1,"1|2|3|4|5",77,23,0,0,0,"1|2|3|4|5",1,"1|2|3|4|5",77,23,0,0,0,"1|2|3|4|5",6,13,87,"1|2",3,10,90,"1|2",4,5,2,6,5,1,"Italiano/a","Italia","Italiani",368,"Italiano","Complete","50-59",1,1,"Control","Pass","FL_63","Control","Italy"
"47","2022-09-22 00:03:26","2022-09-22 00:07:57",0,100,270,1,"2022-09-22 00:07:57","anonymous","IT",1,1,61,0,1,1,10,10,1,"4|3|2|1|5",0,0,0,100,0,"4|3|2|1|5",1,"4|3|2|1|5",100,0,0,0,0,"4|3|2|1|5",7,50,50,"2|1",4,50,50,"2|1",4,7,2,4,5,2,"Italiano/a","Italia","Italiani",270,"Italiano","Complete","60+",1,0,"Intervention","Pass","FL_76","Intervention","Italy"
"48","2022-09-22 00:19:53","2022-09-22 00:25:13",0,100,319,1,"2022-09-22 00:25:14","anonymous","IT",1,1,43,1,1,1,6,5,3,"4|3|2|1|5",0,33,4,63,0,"4|3|2|1|5",3,"4|3|2|1|5",0,0,21,79,0,"4|3|2|1|5",5,0,100,"2|1",2,30,70,"2|1",2,7,2,4,2,1,"Italiano/a","Italia","Italiani",319,"Italiano","Complete","40-49",0,0,"Control","Pass","FL_88","Control","Italy"
"49","2022-09-22 00:59:07","2022-09-22 01:03:56",0,100,288,1,"2022-09-22 01:03:56","anonymous","IT",0.899999976158142,1,57,0,1,1,10,10,2,"4|3|2|1|5",0,0,10,90,0,"4|3|2|1|5",2,"4|3|2|1|5",30,0,20,0,50,"4|3|2|1|5",4,14,86,"2|1",4,2,98,"2|1",4,7,2,4,5,2,"Italiano/a","Italia","Italiani",288,"Italiano","Complete","50-59",0,1,"Control","Pass","FL_64","Control","Italy"
"50","2022-09-22 02:30:06","2022-09-22 02:55:44",0,100,1538,1,"2022-09-22 02:55:46","anonymous","IT",1,1,72,1,1,1,10,9,2,"1|2|3|4|5",25,40,15,10,10,"1|2|3|4|5",5,"1|2|3|4|5",25,35,10,10,20,"1|2|3|4|5",5,70,30,"1|2",3,70,30,"1|2",3,99,2,4,3,1,"Italiano/a","Italia","Italiani",1538,"Italiano","Complete","60+",1,1,"Intervention","Pass","FL_63","Intervention","Italy"
"51","2022-09-22 03:06:05","2022-09-22 03:08:47",0,100,161,1,"2022-09-22 03:08:48","anonymous","IT",0.899999976158142,1,34,1,1,1,10,7,1,"4|3|2|1|5",86,0,0,0,14,"4|3|2|1|5",1,"4|3|2|1|5",76,0,0,0,24,"4|3|2|1|5",5,53,47,"2|1",3,66,34,"2|1",2,5,2,4,5,1,"Italiano/a","Italia","Italiani",161,"Italiano","Speeder","30-39",0,1,"Intervention","Pass","FL_64","Intervention","Italy"
"52","2022-09-22 05:37:30","2022-09-22 05:46:15",0,100,525,1,"2022-09-22 05:46:16","anonymous","IT",0.899999976158142,1,64,0,1,1,10,10,2,"1|2|3|4|5",40,60,0,0,0,"1|2|3|4|5",2,"1|2|3|4|5",50,50,0,0,0,"1|2|3|4|5",5,100,0,"1|2",3,0,100,"1|2",3,6,2,4,5,1,"Italiano/a","Italia","Italiani",525,"Italiano","Complete","60+",1,0,"Control","Pass","FL_76","Control","Italy"
"53","2022-09-22 06:22:06","2022-09-22 06:31:13",0,100,547,1,"2022-09-22 06:31:14","anonymous","IT",1,1,46,0,1,1,10,9,1,"4|3|2|1|5",40,20,10,20,10,"4|3|2|1|5",1,"4|3|2|1|5",10,50,10,20,10,"4|3|2|1|5",6,40,60,"2|1",3,40,60,"2|1",3,7,2,4,2,1,"Italiano/a","Italia","Italiani",547,"Italiano","Complete","40-49",0,0,"Control","Pass","FL_88","Control","Italy"
"54","2022-09-22 06:44:46","2022-09-22 07:02:03",0,100,1037,1,"2022-09-22 07:02:05","anonymous","IT",0.899999976158142,1,43,0,1,1,2,9,1,"1|2|3|4|5",30,30,10,20,10,"1|2|3|4|5",1,"1|2|3|4|5",30,10,10,10,40,"1|2|3|4|5",6,50,50,"1|2",4,50,50,"1|2",4,7,2,4,3,2,"Italiano/a","Italia","Italiani",1037,"Italiano","Complete","40-49",0,1,"Intervention","Pass","FL_64","Intervention","Italy"
