"","StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","DistributionChannel","UserLanguage","Q_RecaptchaScore","Consent","Age","Sex","Citizenship","Residency","National_Identity_1","National_Identity_2","OwnCCBeliefs","OwnCCBeliefs_DO","OtherCCBeliefs_1","OtherCCBeliefs_2","OtherCCBeliefs_3","OtherCCBeliefs_4","OtherCCBeliefs_5","OtherCCBeliefs_DO","OwnBLBeliefs","OwnBLBeliefs_DO","OtherBLBeliefs_1","OtherBLBeliefs_2","OtherBLBeliefs_3","OtherBLBeliefs_4","OtherBLBeliefs_5","OtherBLBeliefs_DO","Discuss","Expectation_Changes_1","Expectation_Changes_2","Expectation_Changes_DO","Changes","Expectation_Support_1","Expectation_Support_2","Expectation_Support_DO","Support","Efficacy","Comprehension","Education","PoliticalOrientation","Urbanicity","Nationality_singular","Country","Nationality_plural","Q_TotalDuration","Nationality_singular_en","Country_en","Nationality_plural_en","Response.Type","Age_Cat","randomizer_CCfirst","randomizer_ownfirst","Condition","Comprehension.1","FL_11_DO","FL_54_DO","country"
"11","2022-09-23 17:20:47","2022-09-23 17:24:59",0,100,251,1,"2022-09-23 17:24:59","anonymous","EN",1,1,62,1,1,1,10,10,2,"1|2|3|4|5",50,50,0,0,0,"1|2|3|4|5",2,"1|2|3|4|5",85,15,0,0,0,"1|2|3|4|5",5,40,60,"1|2",3,80,20,"1|2",2,5,2,6,5,1,"Canadien/Canadienne","Canada","Canadiens",251,"Canadian","Canada","Canadians","Complete","60+",0,1,"Control","Pass","FL_64","Control","Canada"
"12","2022-09-23 17:20:05","2022-09-23 17:25:17",0,100,311,1,"2022-09-23 17:25:17","anonymous","EN",1,1,60,0,1,1,10,10,2,"4|3|2|1|5",27,13,25,28,7,"4|3|2|1|5",1,"4|3|2|1|5",0,12,21,50,17,"4|3|2|1|5",3,74,26,"2|1",3,62,38,"2|1",1,1,2,5,5,1,"Canadien/Canadienne","Canada","Canadiens",311,"Canadian","Canada","Canadians","Complete","60+",0,1,"Intervention","Pass","FL_64","Intervention","Canada"
"13","2022-09-23 17:20:43","2022-09-23 17:25:17",0,100,273,1,"2022-09-23 17:25:19","anonymous","EN",1,1,60,1,1,1,10,10,1,"1|2|3|4|5",100,0,0,0,0,"1|2|3|4|5",1,"1|2|3|4|5",80,20,0,0,0,"1|2|3|4|5",7,0,100,"1|2",3,31,69,"1|2",2,7,2,3,8,1,"Canadien/Canadienne","Canada","Canadiens",273,"Canadian","Canada","Canadians","Complete","60+",0,1,"Intervention","Pass","FL_64","Intervention","Canada"
"14","2022-09-23 17:20:28","2022-09-23 17:25:36",0,100,308,1,"2022-09-23 17:25:36","anonymous","EN",1,1,57,1,1,1,7,7,2,"1|2|3|4|5",50,0,50,0,0,"1|2|3|4|5",5,"1|2|3|4|5",1,49,0,50,0,"1|2|3|4|5",6,51,49,"1|2",2,50,50,"1|2",2,99,2,5,6,1,"Canadien/Canadienne","Canada","Canadiens",308,"Canadian","Canada","Canadians","Complete","50-59",0,0,"Control","Pass","FL_88","Control","Canada"
"15","2022-09-23 17:21:04","2022-09-23 17:25:45",0,100,281,1,"2022-09-23 17:25:46","anonymous","EN",1,1,62,1,1,1,8,8,1,"4|3|2|1|5",40,15,10,20,15,"4|3|2|1|5",2,"4|3|2|1|5",25,25,0,20,30,"4|3|2|1|5",4,45,55,"2|1",2,40,60,"2|1",3,4,2,6,4,2,"Canadien/Canadienne","Canada","Canadiens",281,"Canadian","Canada","Canadians","Complete","60+",0,1,"Intervention","Pass","FL_64","Intervention","Canada"
"16","2022-09-23 17:20:11","2022-09-23 17:25:51",0,100,339,1,"2022-09-23 17:25:51","anonymous","EN",1,1,45,1,1,1,10,5,1,"4|3|2|1|5",24,17,9,31,19,"4|3|2|1|5",1,"4|3|2|1|5",12,12,14,12,50,"4|3|2|1|5",7,10,90,"2|1",4,10,90,"2|1",4,7,2,3,5,1,"Canadien/Canadienne","Canada","Canadiens",339,"Canadian","Canada","Canadians","Complete","40-49",0,0,"Intervention","Pass","FL_88","Intervention","Canada"
"17","2022-09-23 17:20:21","2022-09-23 17:25:54",0,100,332,1,"2022-09-23 17:25:54","anonymous","EN",0.899999976158142,1,63,1,1,1,9,9,2,"4|3|2|1|5",13,37,7,31,12,"4|3|2|1|5",2,"4|3|2|1|5",19,49,13,11,8,"4|3|2|1|5",6,85,15,"2|1",1,85,15,"2|1",1,4,2,3,8,1,"Canadien/Canadienne","Canada","Canadiens",332,"Canadian","Canada","Canadians","Complete","60+",1,0,"Control","Pass","FL_76","Control","Canada"
"18","2022-09-23 17:20:35","2022-09-23 17:26:05",0,100,330,1,"2022-09-23 17:26:06","anonymous","EN",0.899999976158142,1,25,0,1,1,9,8,1,"4|3|2|1|5",48,26,17,9,0,"4|3|2|1|5",1,"4|3|2|1|5",55,28,8,9,0,"4|3|2|1|5",5,29,71,"2|1",3,38,62,"2|1",4,6,2,5,5,2,"Canadien/Canadienne","Canada","Canadiens",330,"Canadian","Canada","Canadians","Complete","18-29",0,0,"Control","Pass","FL_88","Control","Canada"
"19","2022-09-23 17:20:12","2022-09-23 17:26:08",0,100,356,1,"2022-09-23 17:26:09","anonymous","EN",1,1,56,0,1,1,10,9,1,"4|3|2|1|5",100,0,0,0,0,"4|3|2|1|5",1,"4|3|2|1|5",100,0,0,0,0,"4|3|2|1|5",7,16,84,"2|1",4,28,72,"2|1",4,6,2,5,2,2,"Canadien/Canadienne","Canada","Canadiens",356,"Canadian","Canada","Canadians","Complete","50-59",1,0,"Control","Pass","FL_76","Control","Canada"
"20","2022-09-23 17:21:36","2022-09-23 17:27:21",0,100,344,1,"2022-09-23 17:27:21","anonymous","EN",1,1,63,0,1,1,10,9,2,"1|2|3|4|5",40,30,20,10,0,"1|2|3|4|5",2,"1|2|3|4|5",45,25,15,15,0,"1|2|3|4|5",3,80,20,"1|2",2,80,20,"1|2",1,2,2,5,7,1,"Canadien/Canadienne","Canada","Canadiens",344,"Canadian","Canada","Canadians","Complete","60+",1,0,"Intervention","Pass","FL_76","Intervention","Canada"
"21","2022-09-23 17:19:52","2022-09-23 17:27:36",0,100,463,1,"2022-09-23 17:27:36","anonymous","EN",1,1,55,0,1,1,10,10,2,"1|2|3|4|5",50,50,0,0,0,"1|2|3|4|5",5,"1|2|3|4|5",0,0,0,0,100,"1|2|3|4|5",2,40,60,"1|2",2,60,40,"1|2",2,5,2,5,5,1,"Canadien/Canadienne","Canada","Canadiens",463,"Canadian","Canada","Canadians","Complete","50-59",0,0,"Control","Pass","FL_88","Control","Canada"
"22","2022-09-23 17:20:23","2022-09-23 17:29:20",0,100,537,1,"2022-09-23 17:29:21","anonymous","FR-CA",0.899999976158142,1,55,0,1,1,10,9,2,"1|2|3|4|5",38,16,16,21,9,"1|2|3|4|5",5,"1|2|3|4|5",31,20,10,18,21,"1|2|3|4|5",5,30,70,"1|2",4,40,60,"1|2",3,5,2,5,5,2,"Canadien/Canadienne","Canada","Canadiens",537,"Canadian","Canada","Canadians","Complete","50-59",0,1,"Intervention","Pass","FL_64","Intervention","Canada"
"23","2022-09-23 17:21:02","2022-09-23 17:29:28",0,100,505,1,"2022-09-23 17:29:30","anonymous","EN",0.899999976158142,1,61,1,1,1,10,10,1,"1|2|3|4|5",100,0,0,0,0,"1|2|3|4|5",1,"1|2|3|4|5",100,0,0,0,0,"1|2|3|4|5",7,40,60,"1|2",4,20,80,"1|2",4,7,2,3,5,1,"Canadien/Canadienne","Canada","Canadiens",505,"Canadian","Canada","Canadians","Complete","60+",1,1,"Intervention","Pass","FL_63","Intervention","Canada"
"24","2022-09-23 17:22:39","2022-09-23 17:31:15",0,100,515,1,"2022-09-23 17:31:15","anonymous","EN",0.899999976158142,1,64,0,1,1,10,10,2,"4|3|2|1|5",35,65,0,0,0,"4|3|2|1|5",2,"4|3|2|1|5",35,65,0,0,0,"4|3|2|1|5",5,13,87,"2|1",4,12,88,"2|1",4,7,2,4,2,1,"Canadien/Canadienne","Canada","Canadiens",515,"Canadian","Canada","Canadians","Complete","60+",0,0,"Intervention","Pass","FL_88","Intervention","Canada"
"25","2022-09-23 17:20:25","2022-09-23 17:31:31",0,100,666,1,"2022-09-23 17:31:32","anonymous","EN",0.899999976158142,1,53,0,1,1,8,7,2,"1|2|3|4|5",45,15,20,5,15,"1|2|3|4|5",2,"1|2|3|4|5",20,40,25,10,5,"1|2|3|4|5",3,45,55,"1|2",3,35,65,"1|2",3,6,2,6,5,1,"Canadien/Canadienne","Canada","Canadiens",666,"Canadian","Canada","Canadians","Complete","50-59",1,1,"Control","Pass","FL_63","Control","Canada"
"26","2022-09-23 17:19:57","2022-09-23 17:39:42",0,100,1185,1,"2022-09-23 17:39:42","anonymous","EN",0.899999976158142,1,65,0,1,1,10,10,2,"1|2|3|4|5",40,40,10,0,10,"1|2|3|4|5",2,"1|2|3|4|5",30,25,10,25,10,"1|2|3|4|5",4,70,30,"1|2",3,70,30,"1|2",2,5,2,5,5,1,"Canadien/Canadienne","Canada","Canadiens",1185,"Canadian","Canada","Canadians","Complete","60+",1,1,"Control","Pass","FL_63","Control","Canada"
"27","2022-09-23 17:52:00","2022-09-23 17:52:31",0,100,30,1,"2022-09-23 17:52:31","anonymous","EN",1,1,40,1,0,1,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"Canadien/Canadienne","Canada","Canadiens",30,"Canadian","Canada","Canadians","Screenout","40-49",NA,NA,"","","","","Canada"
"28","2022-09-23 17:51:24","2022-09-23 17:53:00",0,100,96,1,"2022-09-23 17:53:01","anonymous","EN",1,1,46,1,1,1,9,9,2,"4|3|2|1|5",5,12,30,26,27,"4|3|2|1|5",2,"4|3|2|1|5",12,23,31,34,0,"4|3|2|1|5",5,44,56,"2|1",3,46,54,"2|1",2,5,2,5,7,1,"Canadien/Canadienne","Canada","Canadiens",96,"Canadian","Canada","Canadians","Speeder","40-49",0,1,"Control","Pass","FL_64","Control","Canada"
"29","2022-09-23 17:51:54","2022-09-23 17:53:53",0,100,119,1,"2022-09-23 17:53:54","anonymous","EN",0.899999976158142,1,24,1,1,1,10,4,1,"1|2|3|4|5",29,47,20,4,0,"1|2|3|4|5",1,"1|2|3|4|5",37,20,13,16,14,"1|2|3|4|5",7,43,57,"1|2",4,92,8,"1|2",4,7,2,5,10,2,"Canadien/Canadienne","Canada","Canadiens",119,"Canadian","Canada","Canadians","Speeder","18-29",1,0,"Intervention","Pass","FL_76","Intervention","Canada"
"30","2022-09-23 17:51:36","2022-09-23 17:54:15",0,100,159,1,"2022-09-23 17:54:16","anonymous","EN",1,1,21,0,1,1,10,10,1,"4|3|2|1|5",0,19,30,51,0,"4|3|2|1|5",4,"4|3|2|1|5",78,7,5,10,0,"4|3|2|1|5",7,68,32,"2|1",4,12,88,"2|1",4,7,2,6,10,1,"Canadien/Canadienne","Canada","Canadiens",159,"Canadian","Canada","Canadians","Speeder","18-29",0,1,"Control","Pass","FL_64","Control","Canada"
"31","2022-09-23 17:51:13","2022-09-23 17:54:21",0,100,188,1,"2022-09-23 17:54:21","anonymous","FR-CA",1,1,36,1,1,1,10,9,1,"4|3|2|1|5",0,41,34,25,0,"4|3|2|1|5",1,"4|3|2|1|5",52,48,0,0,0,"4|3|2|1|5",7,0,100,"2|1",4,0,100,"2|1",4,6,2,5,10,1,"Canadien/Canadienne","Canada","Canadiens",188,"Canadian","Canada","Canadians","Complete","30-39",1,0,"Control","Pass","FL_76","Control","Canada"
"32","2022-09-23 17:51:44","2022-09-23 17:54:22",0,100,158,1,"2022-09-23 17:54:23","anonymous","EN",1,1,29,0,1,1,10,9,2,"4|3|2|1|5",30,54,10,6,0,"4|3|2|1|5",1,"4|3|2|1|5",45,40,5,0,10,"4|3|2|1|5",7,40,60,"2|1",3,60,40,"2|1",3,5,2,4,1,1,"Canadien/Canadienne","Canada","Canadiens",158,"Canadian","Canada","Canadians","Speeder","18-29",1,0,"Intervention","Pass","FL_76","Intervention","Canada"
"33","2022-09-23 17:51:27","2022-09-23 17:55:31",0,100,243,1,"2022-09-23 17:55:31","anonymous","EN",1,1,43,0,1,1,7,7,2,"4|3|2|1|5",43,17,17,23,0,"4|3|2|1|5",2,"4|3|2|1|5",40,20,10,0,30,"4|3|2|1|5",2,95,5,"2|1",2,25,75,"2|1",1,2,2,5,7,1,"Canadien/Canadienne","Canada","Canadiens",243,"Canadian","Canada","Canadians","Complete","40-49",1,1,"Intervention","Pass","FL_63","Intervention","Canada"
"34","2022-09-23 17:52:22","2022-09-23 17:55:35",0,100,193,1,"2022-09-23 17:55:35","anonymous","EN",1,1,61,1,1,1,10,10,3,"1|2|3|4|5",0,0,0,0,100,"1|2|3|4|5",5,"1|2|3|4|5",0,0,100,0,0,"1|2|3|4|5",1,100,0,"1|2",2,100,0,"1|2",1,999,2,5,5,1,"Canadien/Canadienne","Canada","Canadiens",193,"Canadian","Canada","Canadians","Complete","60+",0,0,"Control","Pass","FL_88","Control","Canada"
"35","2022-09-23 17:51:21","2022-09-23 17:55:44",0,100,263,1,"2022-09-23 17:55:45","anonymous","FR-CA",1,1,68,1,1,1,10,10,1,"4|3|2|1|5",13,41,18,19,9,"4|3|2|1|5",1,"4|3|2|1|5",33,29,9,29,0,"4|3|2|1|5",7,49,51,"2|1",4,38,62,"2|1",4,7,2,6,2,2,"Canadien/Canadienne","Canada","Canadiens",263,"Canadian","Canada","Canadians","Complete","60+",1,0,"Control","Pass","FL_76","Control","Canada"
"36","2022-09-23 17:51:49","2022-09-23 17:55:50",0,100,241,1,"2022-09-23 17:55:50","anonymous","EN",1,1,25,0,1,1,10,10,1,"4|3|2|1|5",20,10,10,45,15,"4|3|2|1|5",1,"4|3|2|1|5",20,16,10,39,15,"4|3|2|1|5",7,40,60,"2|1",3,50,50,"2|1",4,4,2,3,0,1,"Canadien/Canadienne","Canada","Canadiens",241,"Canadian","Canada","Canadians","Complete","18-29",1,1,"Intervention","Pass","FL_63","Intervention","Canada"
"37","2022-09-23 17:51:21","2022-09-23 17:55:55",0,100,273,1,"2022-09-23 17:55:55","anonymous","EN",0.899999976158142,1,41,1,1,1,8,8,5,"1|2|3|4|5",58,42,0,0,0,"1|2|3|4|5",5,"1|2|3|4|5",76,24,0,0,0,"1|2|3|4|5",3,68,32,"1|2",2,78,22,"1|2",3,5,2,5,10,2,"Canadien/Canadienne","Canada","Canadiens",273,"Canadian","Canada","Canadians","Complete","40-49",0,0,"Control","Pass","FL_88","Control","Canada"
"38","2022-09-23 17:51:16","2022-09-23 17:56:14",0,100,297,1,"2022-09-23 17:56:14","anonymous","EN",1,1,56,0,1,1,10,10,1,"4|3|2|1|5",100,0,0,0,0,"4|3|2|1|5",5,"4|3|2|1|5",0,0,0,48,52,"4|3|2|1|5",6,56,44,"2|1",3,40,60,"2|1",3,5,2,4,7,1,"Canadien/Canadienne","Canada","Canadiens",297,"Canadian","Canada","Canadians","Complete","50-59",0,0,"Intervention","Pass","FL_88","Intervention","Canada"
"39","2022-09-23 17:51:31","2022-09-23 17:56:46",0,100,314,1,"2022-09-23 17:56:46","anonymous","EN",1,1,23,0,1,1,10,10,1,"4|3|2|1|5",23,28,10,28,11,"4|3|2|1|5",1,"4|3|2|1|5",0,1,48,51,0,"4|3|2|1|5",7,50,50,"2|1",4,53,47,"2|1",4,7,2,5,7,2,"Canadien/Canadienne","Canada","Canadiens",314,"Canadian","Canada","Canadians","Complete","18-29",0,1,"Control","Pass","FL_64","Control","Canada"
"40","2022-09-23 17:51:52","2022-09-23 17:56:51",0,100,299,1,"2022-09-23 17:56:51","anonymous","FR-CA",1,1,54,0,1,1,10,10,1,"4|3|2|1|5",70,20,3,7,0,"4|3|2|1|5",1,"4|3|2|1|5",52,29,17,2,0,"4|3|2|1|5",7,33,67,"2|1",3,38,62,"2|1",3,3,2,5,5,1,"Canadien/Canadienne","Canada","Canadiens",299,"Canadian","Canada","Canadians","Complete","50-59",1,1,"Intervention","Pass","FL_63","Intervention","Canada"
"41","2022-09-23 17:51:19","2022-09-23 17:57:24",0,100,364,1,"2022-09-23 17:57:24","anonymous","EN",1,1,46,0,1,1,10,10,2,"4|3|2|1|5",20,50,10,20,0,"4|3|2|1|5",2,"4|3|2|1|5",10,40,30,20,0,"4|3|2|1|5",5,50,50,"2|1",3,50,50,"2|1",3,5,2,5,5,1,"Canadien/Canadienne","Canada","Canadiens",364,"Canadian","Canada","Canadians","Complete","40-49",1,1,"Control","Pass","FL_63","Control","Canada"
"42","2022-09-23 17:51:32","2022-09-23 17:58:16",0,100,403,1,"2022-09-23 17:58:16","anonymous","EN",0.899999976158142,1,39,0,1,1,10,10,2,"4|3|2|1|5",0,61,20,19,0,"4|3|2|1|5",2,"4|3|2|1|5",10,60,20,10,0,"4|3|2|1|5",4,40,60,"2|1",3,40,60,"2|1",3,4,2,6,6,1,"Canadien/Canadienne","Canada","Canadiens",403,"Canadian","Canada","Canadians","Complete","30-39",1,0,"Control","Pass","FL_76","Control","Canada"
"43","2022-09-23 17:51:23","2022-09-23 17:58:33",0,100,430,1,"2022-09-23 17:58:34","anonymous","EN",1,1,32,0,1,1,10,8,2,"4|3|2|1|5",40,20,15,5,20,"4|3|2|1|5",2,"4|3|2|1|5",10,10,5,20,55,"4|3|2|1|5",5,49,51,"2|1",3,69,31,"2|1",2,3,2,5,2,1,"Canadien/Canadienne","Canada","Canadiens",430,"Canadian","Canada","Canadians","Complete","30-39",0,0,"Intervention","Pass","FL_88","Intervention","Canada"
"44","2022-09-23 17:51:28","2022-09-23 17:59:19",0,100,471,1,"2022-09-23 17:59:19","anonymous","EN",0.899999976158142,1,63,0,1,1,10,10,1,"4|3|2|1|5",42,23,11,17,7,"4|3|2|1|5",1,"4|3|2|1|5",28,31,19,12,10,"4|3|2|1|5",5,40,60,"2|1",3,38,62,"2|1",4,7,2,3,5,2,"Canadien/Canadienne","Canada","Canadiens",471,"Canadian","Canada","Canadians","Complete","60+",0,1,"Control","Pass","FL_64","Control","Canada"
"45","2022-09-23 17:52:01","2022-09-23 17:59:21",0,100,439,1,"2022-09-23 17:59:21","anonymous","EN",0.899999976158142,1,41,0,1,1,10,10,1,"4|3|2|1|5",0,0,0,100,0,"4|3|2|1|5",1,"4|3|2|1|5",50,50,0,0,0,"4|3|2|1|5",7,50,50,"2|1",4,0,100,"2|1",4,7,2,5,5,1,"Canadien/Canadienne","Canada","Canadiens",439,"Canadian","Canada","Canadians","Complete","40-49",1,1,"Intervention","Pass","FL_63","Intervention","Canada"
"46","2022-09-23 17:51:10","2022-09-23 17:59:44",0,100,513,1,"2022-09-23 17:59:46","anonymous","EN",0.899999976158142,1,74,0,1,1,10,10,1,"1|2|3|4|5",81,19,0,0,0,"1|2|3|4|5",5,"1|2|3|4|5",17,11,13,13,46,"1|2|3|4|5",6,35,65,"1|2",3,33,67,"1|2",3,3,2,3,5,2,"Canadien/Canadienne","Canada","Canadiens",513,"Canadian","Canada","Canadians","Complete","60+",0,0,"Intervention","Pass","FL_88","Intervention","Canada"
"47","2022-09-23 17:54:44","2022-09-23 17:59:45",0,100,301,1,"2022-09-23 17:59:46","anonymous","EN",1,1,41,0,1,1,8,8,2,"4|3|2|1|5",11,27,28,34,0,"4|3|2|1|5",5,"4|3|2|1|5",19,44,23,14,0,"4|3|2|1|5",5,37,63,"2|1",2,41,59,"2|1",3,7,2,5,7,1,"Canadien/Canadienne","Canada","Canadiens",301,"Canadian","Canada","Canadians","Complete","40-49",0,0,"Intervention","Pass","FL_88","Intervention","Canada"
"48","2022-09-23 17:51:35","2022-09-23 18:00:23",0,100,527,1,"2022-09-23 18:00:23","anonymous","EN",1,1,52,1,1,1,9,10,1,"4|3|2|1|5",7,67,19,7,0,"4|3|2|1|5",2,"4|3|2|1|5",17,16,18,13,36,"4|3|2|1|5",5,49,51,"2|1",3,48,52,"2|1",3,7,2,3,8,1,"Canadien/Canadienne","Canada","Canadiens",527,"Canadian","Canada","Canadians","Complete","50-59",1,1,"Intervention","Pass","FL_63","Intervention","Canada"
"49","2022-09-23 17:51:20","2022-09-23 18:00:39",0,100,558,1,"2022-09-23 18:00:39","anonymous","FR-CA",0.899999976158142,1,69,0,1,1,6,0,2,"1|2|3|4|5",3,54,8,3,32,"1|2|3|4|5",2,"1|2|3|4|5",30,35,1,30,4,"1|2|3|4|5",2,30,70,"1|2",3,25,75,"1|2",3,99,2,3,4,1,"Canadien/Canadienne","Canada","Canadiens",558,"Canadian","Canada","Canadians","Complete","60+",1,0,"Control","Pass","FL_76","Control","Canada"
"50","2022-09-23 17:51:43","2022-09-23 18:07:07",0,100,923,1,"2022-09-23 18:07:07","anonymous","EN",0.899999976158142,1,69,0,1,1,10,8,2,"4|3|2|1|5",5,30,20,40,5,"4|3|2|1|5",2,"4|3|2|1|5",10,30,10,25,25,"4|3|2|1|5",5,70,30,"2|1",3,70,30,"2|1",3,5,2,5,6,1,"Canadien/Canadienne","Canada","Canadiens",923,"Canadian","Canada","Canadians","Complete","60+",1,1,"Control","Pass","FL_63","Control","Canada"
"51","2022-09-23 17:52:03","2022-09-23 18:09:00",0,100,1016,1,"2022-09-23 18:09:00","anonymous","EN",1,1,64,0,1,1,10,10,1,"4|3|2|1|5",60,26,0,4,10,"4|3|2|1|5",1,"4|3|2|1|5",65,30,0,0,5,"4|3|2|1|5",3,39,61,"2|1",3,44,56,"2|1",3,4,2,5,5,1,"Canadien/Canadienne","Canada","Canadiens",1016,"Canadian","Canada","Canadians","Complete","60+",0,1,"Intervention","Pass","FL_64","Intervention","Canada"
