"","StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","DistributionChannel","UserLanguage","Q_RecaptchaScore","Consent","Age","Sex","Citizenship","Residency","National_Identity_1","National_Identity_2","OwnCCBeliefs","OwnCCBeliefs_DO","OtherCCBeliefs_1","OtherCCBeliefs_2","OtherCCBeliefs_3","OtherCCBeliefs_4","OtherCCBeliefs_5","OtherCCBeliefs_DO","OwnBLBeliefs","OwnBLBeliefs_DO","OtherBLBeliefs_1","OtherBLBeliefs_2","OtherBLBeliefs_3","OtherBLBeliefs_4","OtherBLBeliefs_5","OtherBLBeliefs_DO","Discuss","Expectation_Changes_1","Expectation_Changes_2","Expectation_Changes_DO","Changes","Expectation_Support_1","Expectation_Support_2","Expectation_Support_DO","Support","Efficacy","Comprehension","Education","PoliticalOrientation","Urbanicity","Nationality_singular","Country","Nationality_plural","Q_TotalDuration","Response.Type","Age_Cat","randomizer_CCfirst","randomizer_ownfirst","Condition","Comprehension.1","FL_11_DO","FL_54_DO","country"
"11","2022-09-29 10:59:12","2022-09-29 11:03:04",0,100,232,1,"2022-09-29 11:03:05","anonymous","HI",1,1,50,0,1,1,10,10,2,"1|2|3|4|5",28,72,0,0,0,"1|2|3|4|5",1,"1|2|3|4|5",100,0,0,0,0,"1|2|3|4|5",1,0,100,"1|2",2,0,100,"1|2",3,999,2,6,10,1,"भारतीय","भारत","भारतीय",232,"Complete","50-59",0,0,"Intervention","Pass","FL_88","Intervention","India"
"12","2022-09-29 10:58:46","2022-09-29 11:04:29",0,100,343,1,"2022-09-29 11:04:30","anonymous","HI",0.899999976158142,1,55,0,1,1,10,9,3,"1|2|3|4|5",22,29,25,16,8,"1|2|3|4|5",5,"1|2|3|4|5",34,23,27,16,0,"1|2|3|4|5",4,57,43,"1|2",2,31,69,"1|2",3,4,2,5,4,1,"भारतीय","भारत","भारतीय",343,"Complete","50-59",0,0,"Control","Pass","FL_88","Control","India"
"13","2022-09-29 10:59:50","2022-09-29 11:05:17",0,100,326,1,"2022-09-29 11:05:17","anonymous","HI",1,1,28,1,1,1,10,10,1,"1|2|3|4|5",79,10,11,0,0,"1|2|3|4|5",1,"1|2|3|4|5",52,27,21,0,0,"1|2|3|4|5",7,79,21,"1|2",4,37,63,"1|2",4,7,2,6,8,2,"भारतीय","भारत","भारतीय",326,"Complete","18-29",1,0,"Intervention","Pass","FL_76","Intervention","India"
"14","2022-09-29 11:00:01","2022-09-29 11:05:19",0,100,317,1,"2022-09-29 11:05:19","anonymous","HI",1,1,38,0,1,1,10,10,1,"4|3|2|1|5",18,10,11,61,0,"4|3|2|1|5",1,"4|3|2|1|5",0,21,29,50,0,"4|3|2|1|5",7,38,62,"2|1",4,80,20,"2|1",4,7,2,5,7,2,"भारतीय","भारत","भारतीय",317,"Complete","30-39",1,1,"Intervention","Pass","FL_63","Intervention","India"
"15","2022-09-29 10:53:19","2022-09-29 11:05:31",0,100,731,1,"2022-09-29 11:05:31","anonymous","HI",1,1,64,1,1,1,10,10,1,"1|2|3|4|5",100,0,0,0,0,"1|2|3|4|5",1,"1|2|3|4|5",100,0,0,0,0,"1|2|3|4|5",7,0,100,"1|2",4,100,0,"1|2",4,5,2,6,10,1,"भारतीय","भारत","भारतीय",731,"Complete","60+",1,1,"Control","Pass","FL_63","Control","India"
"16","2022-09-29 11:01:44","2022-09-29 11:09:59",0,100,494,1,"2022-09-29 11:09:59","anonymous","HI",1,1,68,1,1,1,10,10,1,"1|2|3|4|5",100,0,0,0,0,"1|2|3|4|5",1,"1|2|3|4|5",100,0,0,0,0,"1|2|3|4|5",5,100,0,"1|2",3,100,0,"1|2",3,6,2,6,8,1,"भारतीय","भारत","भारतीय",494,"Complete","60+",0,1,"Control","Pass","FL_64","Control","India"
"17","2022-09-29 11:07:01","2022-09-29 11:10:51",0,100,230,1,"2022-09-29 11:10:51","anonymous","HI",1,1,32,1,1,1,8,9,2,"4|3|2|1|5",11,23,25,34,7,"4|3|2|1|5",3,"4|3|2|1|5",34,24,15,26,1,"4|3|2|1|5",6,42,58,"2|1",3,46,54,"2|1",3,6,2,5,8,2,"भारतीय","भारत","भारतीय",230,"Complete","30-39",1,1,"Intervention","Pass","FL_63","Intervention","India"
"18","2022-09-29 11:07:09","2022-09-29 11:10:59",0,100,230,1,"2022-09-29 11:11:00","anonymous","HI",1,1,36,0,1,1,10,10,1,"4|3|2|1|5",0,0,64,36,0,"4|3|2|1|5",1,"4|3|2|1|5",0,0,30,70,0,"4|3|2|1|5",7,52,48,"2|1",3,35,65,"2|1",3,4,2,3,9,1,"भारतीय","भारत","भारतीय",230,"Complete","30-39",0,1,"Intervention","Pass","FL_64","Intervention","India"
"19","2022-09-29 11:05:04","2022-09-29 11:11:50",0,100,406,1,"2022-09-29 11:11:51","anonymous","HI",1,1,50,0,1,1,10,10,2,"4|3|2|1|5",45,30,14,6,5,"4|3|2|1|5",4,"4|3|2|1|5",4,30,50,9,7,"4|3|2|1|5",7,49,51,"2|1",4,61,39,"2|1",4,6,2,5,5,1,"भारतीय","भारत","भारतीय",406,"Complete","50-59",0,0,"Control","Pass","FL_88","Control","India"
"20","2022-09-29 11:02:28","2022-09-29 11:13:02",0,100,633,1,"2022-09-29 11:13:02","anonymous","HI",1,1,60,1,1,1,8,5,1,"4|3|2|1|5",20,2,40,37,1,"4|3|2|1|5",1,"4|3|2|1|5",16,18,20,25,21,"4|3|2|1|5",6,80,20,"2|1",3,31,69,"2|1",3,5,2,6,2,1,"भारतीय","भारत","भारतीय",633,"Complete","60+",1,0,"Control","Pass","FL_76","Control","India"
"21","2022-09-29 11:14:00","2022-09-29 11:18:18",0,100,257,1,"2022-09-29 11:18:18","anonymous","HI",1,1,59,0,1,1,10,10,1,"4|3|2|1|5",100,0,0,0,0,"4|3|2|1|5",1,"4|3|2|1|5",100,0,0,0,0,"4|3|2|1|5",7,17,83,"2|1",3,0,100,"2|1",4,5,2,5,6,1,"भारतीय","भारत","भारतीय",257,"Complete","50-59",1,1,"Control","Pass","FL_63","Control","India"
"22","2022-09-29 11:10:58","2022-09-29 11:22:43",0,100,705,1,"2022-09-29 11:22:44","anonymous","HI",0.899999976158142,1,70,0,1,1,10,10,1,"1|2|3|4|5",71,29,0,0,0,"1|2|3|4|5",1,"1|2|3|4|5",50,0,0,0,50,"1|2|3|4|5",6,50,50,"1|2",2,25,75,"1|2",4,99,2,5,9,1,"भारतीय","भारत","भारतीय",705,"Complete","60+",1,1,"Intervention","Pass","FL_63","Intervention","India"
"23","2022-09-29 11:10:07","2022-09-29 11:24:55",0,100,888,1,"2022-09-29 11:24:56","anonymous","HI",0.899999976158142,1,26,0,1,1,10,10,4,"4|3|2|1|5",0,70,20,10,0,"4|3|2|1|5",3,"4|3|2|1|5",40,20,0,0,40,"4|3|2|1|5",6,0,100,"2|1",2,0,100,"2|1",2,4,3,NA,NA,NA,"भारतीय","भारत","भारतीय",888,"QualityFail","18-29",1,0,"Control","Fail","FL_76","Control","India"
"24","2022-09-29 11:19:11","2022-09-29 11:26:52",0,100,461,1,"2022-09-29 11:26:53","anonymous","HI",1,1,30,1,1,1,10,10,5,"4|3|2|1|5",90,0,10,0,0,"4|3|2|1|5",5,"4|3|2|1|5",0,0,42,58,0,"4|3|2|1|5",5,10,90,"2|1",1,37,63,"2|1",1,6,2,1,5,1,"भारतीय","भारत","भारतीय",461,"Complete","30-39",0,0,"Intervention","Pass","FL_88","Intervention","India"
"25","2022-09-29 11:18:39","2022-09-29 11:27:43",0,100,544,1,"2022-09-29 11:27:44","anonymous","HI",1,1,31,0,1,1,9,9,2,"4|3|2|1|5",0,0,28,72,0,"4|3|2|1|5",5,"4|3|2|1|5",22,27,30,21,0,"4|3|2|1|5",4,26,74,"2|1",3,47,53,"2|1",2,4,2,6,7,1,"भारतीय","भारत","भारतीय",544,"Complete","30-39",0,0,"Intervention","Pass","FL_88","Intervention","India"
"26","2022-09-29 11:17:24","2022-09-29 11:27:49",0,100,625,1,"2022-09-29 11:27:50","anonymous","HI",1,1,41,0,1,1,10,10,1,"1|2|3|4|5",61,34,5,0,0,"1|2|3|4|5",1,"1|2|3|4|5",80,20,0,0,0,"1|2|3|4|5",7,86,14,"1|2",4,0,100,"1|2",4,5,2,6,6,1,"भारतीय","भारत","भारतीय",625,"Complete","40-49",0,1,"Control","Pass","FL_64","Control","India"
"27","2022-09-29 11:24:07","2022-09-29 11:28:08",0,100,240,1,"2022-09-29 11:28:08","anonymous","HI",0.899999976158142,1,50,1,1,1,10,10,1,"1|2|3|4|5",100,0,0,0,0,"1|2|3|4|5",1,"1|2|3|4|5",100,0,0,0,0,"1|2|3|4|5",7,32,68,"1|2",3,53,47,"1|2",3,6,2,5,10,1,"भारतीय","भारत","भारतीय",240,"Complete","50-59",0,1,"Intervention","Pass","FL_64","Intervention","India"
"28","2022-09-29 11:22:48","2022-09-29 11:28:24",0,100,336,1,"2022-09-29 11:28:25","anonymous","HI",1,1,38,0,1,1,5,6,3,"4|3|2|1|5",10,10,10,20,50,"4|3|2|1|5",2,"4|3|2|1|5",30,10,20,20,20,"4|3|2|1|5",5,53,47,"2|1",3,59,41,"2|1",3,4,2,5,6,1,"भारतीय","भारत","भारतीय",336,"Complete","30-39",1,0,"Control","Pass","FL_76","Control","India"
"29","2022-09-30 15:03:37","2022-09-30 15:05:14",0,100,97,1,"2022-09-30 15:05:15","anonymous","HI",1,1,21,0,1,1,2,7,2,"1|2|3|4|5",42,28,0,30,0,"1|2|3|4|5",2,"1|2|3|4|5",40,56,4,0,0,"1|2|3|4|5",2,25,75,"1|2",2,59,41,"1|2",2,3,3,NA,NA,NA,"भारतीय","भारत","भारतीय",97,"QualityFail","18-29",0,0,"Control","Fail","FL_88","Control","India"
"30","2022-09-30 15:01:07","2022-09-30 15:06:01",0,100,294,1,"2022-09-30 15:06:01","anonymous","HI",1,1,42,1,1,1,10,10,1,"4|3|2|1|5",76,19,0,0,5,"4|3|2|1|5",1,"4|3|2|1|5",69,18,0,0,13,"4|3|2|1|5",7,60,40,"2|1",4,10,90,"2|1",4,6,2,6,6,1,"भारतीय","भारत","भारतीय",294,"Complete","40-49",1,1,"Intervention","Pass","FL_63","Intervention","India"
"31","2022-09-30 15:04:20","2022-09-30 15:08:58",0,100,277,1,"2022-09-30 15:08:58","anonymous","HI",1,1,34,1,1,1,10,10,2,"4|3|2|1|5",79,21,0,0,0,"4|3|2|1|5",2,"4|3|2|1|5",100,0,0,0,0,"4|3|2|1|5",7,0,100,"2|1",2,0,100,"2|1",3,7,2,5,10,1,"भारतीय","भारत","भारतीय",277,"Complete","30-39",1,0,"Control","Pass","FL_76","Control","India"
"32","2022-09-30 15:06:28","2022-09-30 15:09:19",0,100,170,1,"2022-09-30 15:09:19","anonymous","HI",1,1,42,0,1,1,10,10,1,"1|2|3|4|5",80,20,0,0,0,"1|2|3|4|5",1,"1|2|3|4|5",76,24,0,0,0,"1|2|3|4|5",7,59,41,"1|2",4,13,87,"1|2",4,6,2,6,6,1,"भारतीय","भारत","भारतीय",170,"Speeder","40-49",1,0,"Intervention","Pass","FL_76","Intervention","India"
"33","2022-09-30 15:06:34","2022-09-30 15:09:29",0,100,174,1,"2022-09-30 15:09:29","anonymous","HI",0.899999976158142,1,22,1,1,1,10,10,1,"4|3|2|1|5",14,15,28,16,27,"4|3|2|1|5",4,"4|3|2|1|5",21,12,5,6,56,"4|3|2|1|5",7,55,45,"2|1",1,76,24,"2|1",1,999,2,6,10,1,"भारतीय","भारत","भारतीय",174,"Speeder","18-29",1,1,"Control","Pass","FL_63","Control","India"
"34","2022-09-30 15:03:53","2022-09-30 15:10:29",0,100,396,1,"2022-09-30 15:10:29","anonymous","HI",1,1,65,1,1,1,10,10,1,"1|2|3|4|5",82,13,5,0,0,"1|2|3|4|5",1,"1|2|3|4|5",66,21,13,0,0,"1|2|3|4|5",6,48,52,"1|2",3,37,63,"1|2",3,6,2,5,8,1,"भारतीय","भारत","भारतीय",396,"Complete","60+",1,1,"Intervention","Pass","FL_63","Intervention","India"
"35","2022-09-30 15:04:19","2022-09-30 15:10:49",0,100,389,1,"2022-09-30 15:10:49","anonymous","HI",1,1,30,1,1,1,9,8,2,"4|3|2|1|5",9,26,18,17,30,"4|3|2|1|5",4,"4|3|2|1|5",9,25,19,18,29,"4|3|2|1|5",6,58,42,"2|1",3,76,24,"2|1",3,6,2,6,9,1,"भारतीय","भारत","भारतीय",389,"Complete","30-39",1,1,"Control","Pass","FL_63","Control","India"
"36","2022-09-30 15:05:02","2022-09-30 15:10:51",0,100,349,1,"2022-09-30 15:10:52","anonymous","HI",1,1,46,0,1,1,10,10,2,"1|2|3|4|5",27,31,12,30,0,"1|2|3|4|5",2,"1|2|3|4|5",60,25,15,0,0,"1|2|3|4|5",7,41,59,"1|2",4,14,86,"1|2",4,7,2,6,5,1,"भारतीय","भारत","भारतीय",349,"Complete","40-49",0,0,"Control","Pass","FL_88","Control","India"
"37","2022-09-30 15:08:20","2022-09-30 15:11:23",0,100,183,1,"2022-09-30 15:11:24","anonymous","HI",1,1,58,1,1,1,10,10,1,"4|3|2|1|5",35,24,13,19,9,"4|3|2|1|5",1,"4|3|2|1|5",8,37,24,31,0,"4|3|2|1|5",6,36,64,"2|1",4,62,38,"2|1",4,7,2,7,10,1,"भारतीय","भारत","भारतीय",183,"Complete","50-59",1,1,"Control","Pass","FL_63","Control","India"
"38","2022-09-30 15:02:54","2022-09-30 15:11:31",0,100,517,1,"2022-09-30 15:11:32","anonymous","HI",1,1,55,1,1,1,5,10,1,"4|3|2|1|5",0,0,0,100,0,"4|3|2|1|5",1,"4|3|2|1|5",75,4,0,0,21,"4|3|2|1|5",7,100,0,"2|1",4,50,50,"2|1",4,5,2,6,5,1,"भारतीय","भारत","भारतीय",517,"Complete","50-59",1,0,"Control","Pass","FL_76","Control","India"
"39","2022-09-30 15:03:41","2022-09-30 15:12:56",0,100,554,1,"2022-09-30 15:12:56","anonymous","HI",1,1,30,0,1,1,10,10,3,"4|3|2|1|5",0,0,50,50,0,"4|3|2|1|5",5,"4|3|2|1|5",30,19,10,0,41,"4|3|2|1|5",5,50,50,"2|1",2,50,50,"2|1",2,4,2,3,6,1,"भारतीय","भारत","भारतीय",554,"Complete","30-39",0,1,"Intervention","Pass","FL_64","Intervention","India"
"40","2022-09-30 15:07:04","2022-09-30 15:12:56",0,100,352,1,"2022-09-30 15:12:57","anonymous","HI",1,1,60,1,1,1,10,10,1,"1|2|3|4|5",100,0,0,0,0,"1|2|3|4|5",1,"1|2|3|4|5",100,0,0,0,0,"1|2|3|4|5",4,64,36,"1|2",2,30,70,"1|2",4,6,2,5,10,1,"भारतीय","भारत","भारतीय",352,"Complete","60+",1,0,"Intervention","Pass","FL_76","Intervention","India"
"41","2022-09-30 15:11:01","2022-09-30 15:13:51",0,100,170,1,"2022-09-30 15:13:51","anonymous","HI",1,1,41,0,1,1,10,10,1,"1|2|3|4|5",75,25,0,0,0,"1|2|3|4|5",1,"1|2|3|4|5",73,27,0,0,0,"1|2|3|4|5",7,53,47,"1|2",2,62,38,"1|2",4,6,2,3,9,1,"भारतीय","भारत","भारतीय",170,"Speeder","40-49",0,1,"Intervention","Pass","FL_64","Intervention","India"
"42","2022-09-30 15:09:28","2022-09-30 15:14:11",0,100,283,1,"2022-09-30 15:14:11","anonymous","HI",0.899999976158142,1,44,1,1,1,10,8,2,"1|2|3|4|5",16,40,3,31,10,"1|2|3|4|5",2,"1|2|3|4|5",10,47,0,0,43,"1|2|3|4|5",7,4,96,"1|2",3,17,83,"1|2",3,7,2,7,0,1,"भारतीय","भारत","भारतीय",283,"Complete","40-49",0,1,"Intervention","Pass","FL_64","Intervention","India"
"43","2022-09-30 15:01:21","2022-09-30 15:14:27",0,100,786,1,"2022-09-30 15:14:28","anonymous","HI",1,1,37,0,1,1,10,10,1,"1|2|3|4|5",90,6,0,4,0,"1|2|3|4|5",1,"1|2|3|4|5",87,7,0,0,6,"1|2|3|4|5",5,59,41,"1|2",3,40,60,"1|2",3,5,2,6,5,1,"भारतीय","भारत","भारतीय",786,"Complete","30-39",0,1,"Intervention","Pass","FL_64","Intervention","India"
"44","2022-09-30 15:10:51","2022-09-30 15:14:57",0,100,246,1,"2022-09-30 15:14:58","anonymous","HI",1,1,33,1,1,1,10,10,1,"4|3|2|1|5",58,25,17,0,0,"4|3|2|1|5",1,"4|3|2|1|5",66,14,1,19,0,"4|3|2|1|5",7,29,71,"2|1",3,29,71,"2|1",4,5,2,6,7,1,"भारतीय","भारत","भारतीय",246,"Complete","30-39",0,0,"Intervention","Pass","FL_88","Intervention","India"
"45","2022-09-30 15:10:40","2022-09-30 15:15:35",0,100,295,1,"2022-09-30 15:15:36","anonymous","HI",NA,1,52,0,1,1,10,10,1,"1|2|3|4|5",100,0,0,0,0,"1|2|3|4|5",1,"1|2|3|4|5",82,18,0,0,0,"1|2|3|4|5",7,74,26,"1|2",4,100,0,"1|2",4,6,2,5,9,1,"भारतीय","भारत","भारतीय",295,"Complete","50-59",1,0,"Control","Pass","FL_76","Control","India"
"46","2022-09-30 15:04:41","2022-09-30 15:15:40",0,100,658,1,"2022-09-30 15:15:40","anonymous","HI",1,1,71,1,1,1,10,10,1,"1|2|3|4|5",80,10,0,10,0,"1|2|3|4|5",1,"1|2|3|4|5",0,0,90,10,0,"1|2|3|4|5",7,0,100,"1|2",4,0,100,"1|2",4,7,2,6,5,1,"भारतीय","भारत","भारतीय",658,"Complete","60+",0,1,"Control","Pass","FL_64","Control","India"
"47","2022-09-30 15:15:05","2022-09-30 15:18:47",0,100,221,1,"2022-09-30 15:18:47","anonymous","HI",1,1,32,0,1,1,10,10,1,"1|2|3|4|5",16,50,30,4,0,"1|2|3|4|5",1,"1|2|3|4|5",35,45,20,0,0,"1|2|3|4|5",7,50,50,"1|2",4,40,60,"1|2",3,6,2,6,8,1,"भारतीय","भारत","भारतीय",221,"Complete","30-39",0,1,"Control","Pass","FL_64","Control","India"
"48","2022-09-30 15:17:44","2022-09-30 15:19:43",0,100,119,1,"2022-09-30 15:19:44","anonymous","HI",1,1,70,1,1,1,2,5,2,"1|2|3|4|5",11,12,18,20,39,"1|2|3|4|5",2,"1|2|3|4|5",32,26,20,19,3,"1|2|3|4|5",1,34,66,"1|2",2,18,82,"1|2",3,2,3,NA,NA,NA,"भारतीय","भारत","भारतीय",119,"QualityFail","60+",0,0,"Control","Fail","FL_88","Control","India"
"49","2022-09-30 15:15:08","2022-09-30 15:21:15",0,100,366,1,"2022-09-30 15:21:15","anonymous","HI",1,1,57,1,1,1,10,10,1,"4|3|2|1|5",90,5,0,0,5,"4|3|2|1|5",1,"4|3|2|1|5",80,12,3,0,5,"4|3|2|1|5",5,35,65,"2|1",3,46,54,"2|1",4,5,2,5,10,1,"भारतीय","भारत","भारतीय",366,"Complete","50-59",1,1,"Intervention","Pass","FL_63","Intervention","India"
"50","2022-09-30 15:14:16","2022-09-30 15:21:17",0,100,420,1,"2022-09-30 15:21:17","anonymous","HI",1,1,20,0,1,1,1,1,1,"1|2|3|4|5",10,10,20,10,50,"1|2|3|4|5",1,"1|2|3|4|5",50,10,10,20,10,"1|2|3|4|5",2,63,37,"1|2",2,81,19,"1|2",2,2,2,2,1,2,"भारतीय","भारत","भारतीय",420,"Complete","18-29",0,0,"Intervention","Pass","FL_88","Intervention","India"
"51","2022-09-30 15:17:16","2022-09-30 15:23:36",0,100,379,1,"2022-09-30 15:23:36","anonymous","HI",1,1,42,0,1,1,10,10,1,"1|2|3|4|5",50,17,24,5,4,"1|2|3|4|5",1,"1|2|3|4|5",41,25,19,7,8,"1|2|3|4|5",5,40,60,"1|2",3,15,85,"1|2",3,7,2,6,6,1,"भारतीय","भारत","भारतीय",379,"Complete","40-49",1,0,"Intervention","Pass","FL_76","Intervention","India"
"52","2022-09-30 15:21:23","2022-09-30 15:23:47",0,100,143,1,"2022-09-30 15:23:47","anonymous","HI",1,1,32,0,1,1,10,10,3,"4|3|2|1|5",0,0,54,46,0,"4|3|2|1|5",2,"4|3|2|1|5",36,0,30,23,11,"4|3|2|1|5",7,54,46,"2|1",4,40,60,"2|1",4,999,2,6,10,1,"भारतीय","भारत","भारतीय",143,"Speeder","30-39",1,0,"Intervention","Pass","FL_76","Intervention","India"
"53","2022-09-30 15:23:13","2022-09-30 15:24:06",0,100,52,1,"2022-09-30 15:24:07","anonymous","HI",0.899999976158142,1,29,1,1,0,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"भारतीय","भारत","भारतीय",52,"Screenout","18-29",NA,NA,"","","","","India"
"54","2022-09-30 15:19:01","2022-09-30 15:24:23",0,100,322,1,"2022-09-30 15:24:24","anonymous","HI",1,1,52,1,1,1,10,10,1,"4|3|2|1|5",100,0,0,0,0,"4|3|2|1|5",1,"4|3|2|1|5",100,0,0,0,0,"4|3|2|1|5",4,79,21,"2|1",3,49,51,"2|1",4,7,2,5,3,1,"भारतीय","भारत","भारतीय",322,"Complete","50-59",1,1,"Intervention","Pass","FL_63","Intervention","India"
"55","2022-09-30 15:11:43","2022-09-30 15:25:28",0,100,825,1,"2022-09-30 15:25:28","anonymous","HI",1,1,28,0,1,1,10,10,1,"4|3|2|1|5",67,1,20,12,0,"4|3|2|1|5",1,"4|3|2|1|5",76,0,24,0,0,"4|3|2|1|5",7,70,30,"2|1",3,37,63,"2|1",4,5,2,6,5,1,"भारतीय","भारत","भारतीय",825,"Complete","18-29",1,0,"Control","Pass","FL_76","Control","India"
"56","2022-09-30 15:14:19","2022-09-30 15:25:42",0,100,683,1,"2022-09-30 15:25:42","anonymous","HI",1,1,33,1,1,1,10,10,1,"1|2|3|4|5",100,0,0,0,0,"1|2|3|4|5",1,"1|2|3|4|5",94,6,0,0,0,"1|2|3|4|5",5,27,73,"1|2",3,11,89,"1|2",3,6,2,6,7,1,"भारतीय","भारत","भारतीय",683,"Complete","30-39",0,0,"Control","Pass","FL_88","Control","India"
