"","StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","DistributionChannel","UserLanguage","Q_RecaptchaScore","Consent","Age","Sex","Citizenship","Residency","National_Identity_1","National_Identity_2","OwnCCBeliefs","OwnCCBeliefs_DO","OtherCCBeliefs_1","OtherCCBeliefs_2","OtherCCBeliefs_3","OtherCCBeliefs_4","OtherCCBeliefs_5","OtherCCBeliefs_DO","OwnBLBeliefs","OwnBLBeliefs_DO","OtherBLBeliefs_1","OtherBLBeliefs_2","OtherBLBeliefs_3","OtherBLBeliefs_4","OtherBLBeliefs_5","OtherBLBeliefs_DO","Discuss","Expectation_Changes_1","Expectation_Changes_2","Expectation_Changes_DO","Changes","Expectation_Support_1","Expectation_Support_2","Expectation_Support_DO","Support","Efficacy","Comprehension","Education","PoliticalOrientation","Urbanicity","Nationality_singular","Country","Nationality_plural","Q_TotalDuration","Response.Type","Age_Cat","randomizer_CCfirst","randomizer_ownfirst","Condition","Comprehension.1","FL_11_DO","FL_54_DO","country"
"20","2022-09-29 12:12:18","2022-09-29 12:19:57",0,100,459,1,"2022-09-29 12:19:57","anonymous","ZH-S",NA,1,72,0,1,1,10,8,1,"4|3|2|1|5",65,33,0,0,2,"4|3|2|1|5",1,"4|3|2|1|5",59,24,0,0,17,"4|3|2|1|5",4,36,64,"2|1",3,60,40,"2|1",2,4,2,3,5,1,"中国人","中国","中国人",459,"Complete","60+",0,0,"Intervention","Pass","FL_88","Intervention","China"
"21","2022-09-29 12:25:27","2022-09-29 12:28:41",0,100,194,1,"2022-09-29 12:28:42","anonymous","ZH-S",NA,1,55,1,1,1,9,10,1,"4|3|2|1|5",76,24,0,0,0,"4|3|2|1|5",1,"4|3|2|1|5",93,7,0,0,0,"4|3|2|1|5",6,66,34,"2|1",4,30,70,"2|1",3,6,2,5,8,1,"中国人","中国","中国人",194,"Complete","50-59",1,0,"Control","Pass","FL_76","Control","China"
"22","2022-09-29 12:13:13","2022-09-29 12:44:30",0,100,1877,1,"2022-09-29 12:44:31","anonymous","ZH-S",NA,1,38,1,1,1,10,10,2,"4|3|2|1|5",28,21,4,12,35,"4|3|2|1|5",1,"4|3|2|1|5",27,9,6,21,37,"4|3|2|1|5",4,66,34,"2|1",3,64,36,"2|1",2,3,2,5,5,1,"中国人","中国","中国人",1877,"Complete","30-39",0,1,"Intervention","Pass","FL_64","Intervention","China"
"23","2022-09-30 14:59:35","2022-09-30 15:02:44",0,100,188,1,"2022-09-30 15:02:44","anonymous","ZH-S",NA,1,22,1,1,1,10,10,2,"1|2|3|4|5",49,51,0,0,0,"1|2|3|4|5",2,"1|2|3|4|5",56,44,0,0,0,"1|2|3|4|5",7,25,75,"1|2",4,51,49,"1|2",3,7,2,4,7,2,"中国人","中国","中国人",188,"Complete","18-29",1,1,"Control","Pass","FL_63","Control","China"
"24","2022-09-30 15:00:57","2022-09-30 15:05:09",0,100,252,1,"2022-09-30 15:05:11","anonymous","ZH-S",NA,1,51,1,1,1,10,9,1,"4|3|2|1|5",60,25,10,5,0,"4|3|2|1|5",1,"4|3|2|1|5",62,23,6,9,0,"4|3|2|1|5",7,30,70,"2|1",4,60,40,"2|1",3,6,2,5,4,1,"中国人","中国","中国人",252,"Complete","50-59",0,0,"Intervention","Pass","FL_88","Intervention","China"
"25","2022-09-30 15:02:35","2022-09-30 15:05:21",0,100,166,1,"2022-09-30 15:05:22","anonymous","ZH-S",NA,1,22,1,1,1,10,10,1,"4|3|2|1|5",20,27,8,20,25,"4|3|2|1|5",2,"4|3|2|1|5",44,28,10,17,1,"4|3|2|1|5",6,58,42,"2|1",3,73,27,"2|1",4,7,2,6,5,1,"中国人","中国","中国人",166,"Speeder","18-29",1,1,"Intervention","Pass","FL_63","Intervention","China"
"26","2022-09-30 15:01:47","2022-09-30 15:06:07",0,100,260,1,"2022-09-30 15:06:08","anonymous","ZH-S",NA,1,40,1,1,1,10,9,1,"1|2|3|4|5",70,30,0,0,0,"1|2|3|4|5",1,"1|2|3|4|5",60,40,0,0,0,"1|2|3|4|5",4,40,60,"1|2",3,60,40,"1|2",2,4,2,5,5,1,"中国人","中国","中国人",260,"Complete","40-49",0,0,"Control","Pass","FL_88","Control","China"
"27","2022-09-30 15:00:54","2022-09-30 15:06:14",0,100,319,1,"2022-09-30 15:06:14","anonymous","ZH-S",NA,1,45,0,1,1,10,8,2,"1|2|3|4|5",63,37,0,0,0,"1|2|3|4|5",1,"1|2|3|4|5",73,27,0,0,0,"1|2|3|4|5",6,24,76,"1|2",4,40,60,"1|2",3,6,2,5,5,1,"中国人","中国","中国人",319,"Complete","40-49",0,1,"Control","Pass","FL_64","Control","China"
"28","2022-09-30 15:03:02","2022-09-30 15:08:19",0,100,316,1,"2022-09-30 15:08:19","anonymous","ZH-S",NA,1,39,1,1,1,10,10,1,"4|3|2|1|5",59,36,5,0,0,"4|3|2|1|5",1,"4|3|2|1|5",34,66,0,0,0,"4|3|2|1|5",6,17,83,"2|1",4,47,53,"2|1",3,6,2,5,5,2,"中国人","中国","中国人",316,"Complete","30-39",1,1,"Intervention","Pass","FL_63","Intervention","China"
"29","2022-09-30 15:05:01","2022-09-30 15:09:02",0,100,240,1,"2022-09-30 15:09:02","anonymous","ZH-S",NA,1,35,0,1,1,9,8,1,"4|3|2|1|5",24,21,18,15,22,"4|3|2|1|5",1,"4|3|2|1|5",27,19,11,22,21,"4|3|2|1|5",6,54,46,"2|1",3,41,59,"2|1",4,7,2,6,5,1,"中国人","中国","中国人",240,"Complete","30-39",0,1,"Intervention","Pass","FL_64","Intervention","China"
"30","2022-09-30 15:07:27","2022-09-30 15:09:14",0,100,106,1,"2022-09-30 15:09:14","anonymous","ZH-S",NA,1,26,1,1,1,4,6,2,"4|3|2|1|5",0,14,38,48,0,"4|3|2|1|5",2,"4|3|2|1|5",6,46,15,33,0,"4|3|2|1|5",4,64,36,"2|1",3,60,40,"2|1",2,5,2,5,0,1,"中国人","中国","中国人",106,"Speeder","18-29",1,0,"Control","Pass","FL_76","Control","China"
"31","2022-09-30 15:06:44","2022-09-30 15:12:16",0,100,332,1,"2022-09-30 15:12:18","anonymous","ZH-S",0.800000011920929,1,42,1,1,1,10,10,1,"4|3|2|1|5",36,45,9,10,0,"4|3|2|1|5",1,"4|3|2|1|5",28,41,23,8,0,"4|3|2|1|5",6,60,40,"2|1",4,65,35,"2|1",3,5,2,5,6,1,"中国人","中国","中国人",332,"Complete","40-49",0,1,"Control","Pass","FL_64","Control","China"
"32","2022-09-30 15:06:01","2022-09-30 15:12:21",0,100,379,1,"2022-09-30 15:12:24","anonymous","ZH-S",NA,1,26,1,1,1,10,10,1,"1|2|3|4|5",52,48,0,0,0,"1|2|3|4|5",1,"1|2|3|4|5",60,40,0,0,0,"1|2|3|4|5",5,59,41,"1|2",3,48,52,"1|2",3,6,2,5,5,1,"中国人","中国","中国人",379,"Complete","18-29",1,0,"Intervention","Pass","FL_76","Intervention","China"
"33","2022-09-30 15:08:19","2022-09-30 15:12:42",0,100,263,1,"2022-09-30 15:12:44","anonymous","ZH-S",0.899999976158142,1,27,1,1,1,10,10,2,"4|3|2|1|5",38,20,20,10,12,"4|3|2|1|5",3,"4|3|2|1|5",19,28,19,21,13,"4|3|2|1|5",7,28,72,"2|1",3,72,28,"2|1",3,3,2,6,10,1,"中国人","中国","中国人",263,"Complete","18-29",1,1,"Control","Pass","FL_63","Control","China"
"34","2022-09-30 15:08:13","2022-09-30 15:12:46",0,100,272,1,"2022-09-30 15:12:46","anonymous","ZH-S",NA,1,20,0,1,1,10,10,1,"1|2|3|4|5",62,38,0,0,0,"1|2|3|4|5",1,"1|2|3|4|5",63,37,0,0,0,"1|2|3|4|5",7,10,90,"1|2",4,50,50,"1|2",2,7,2,5,5,1,"中国人","中国","中国人",272,"Complete","18-29",0,0,"Intervention","Pass","FL_88","Intervention","China"
"35","2022-09-30 15:03:40","2022-09-30 15:13:11",0,100,571,1,"2022-09-30 15:13:12","anonymous","ZH-S",NA,1,49,0,1,1,10,10,2,"1|2|3|4|5",50,50,0,0,0,"1|2|3|4|5",2,"1|2|3|4|5",45,55,0,0,0,"1|2|3|4|5",7,20,80,"1|2",4,30,70,"1|2",3,7,2,5,3,1,"中国人","中国","中国人",571,"Complete","40-49",0,0,"Control","Pass","FL_88","Control","China"
"36","2022-09-30 15:09:14","2022-09-30 15:13:47",0,100,273,1,"2022-09-30 15:13:48","anonymous","ZH-S",NA,1,39,1,1,1,10,10,2,"1|2|3|4|5",50,40,5,5,0,"1|2|3|4|5",2,"1|2|3|4|5",30,50,5,5,10,"1|2|3|4|5",4,80,20,"1|2",2,80,20,"1|2",2,4,2,5,6,1,"中国人","中国","中国人",273,"Complete","30-39",0,1,"Control","Pass","FL_64","Control","China"
"37","2022-09-30 15:11:31","2022-09-30 15:14:09",0,100,157,1,"2022-09-30 15:14:09","anonymous","ZH-S",NA,1,26,1,1,1,10,10,1,"1|2|3|4|5",75,25,0,0,0,"1|2|3|4|5",1,"1|2|3|4|5",78,22,0,0,0,"1|2|3|4|5",6,63,37,"1|2",4,57,43,"1|2",3,7,2,5,7,1,"中国人","中国","中国人",157,"Speeder","18-29",1,1,"Control","Pass","FL_63","Control","China"
"38","2022-09-30 15:08:01","2022-09-30 15:14:25",0,100,384,1,"2022-09-30 15:14:26","anonymous","ZH-S",NA,1,47,0,1,1,10,10,2,"1|2|3|4|5",18,23,21,8,30,"1|2|3|4|5",2,"1|2|3|4|5",20,17,23,30,10,"1|2|3|4|5",4,62,38,"1|2",3,71,29,"1|2",1,99,2,5,6,1,"中国人","中国","中国人",384,"Complete","40-49",1,0,"Intervention","Pass","FL_76","Intervention","China"
"39","2022-09-30 15:09:03","2022-09-30 15:14:51",0,100,347,1,"2022-09-30 15:14:51","anonymous","ZH-S",NA,1,29,0,1,1,9,10,1,"4|3|2|1|5",44,56,0,0,0,"4|3|2|1|5",2,"4|3|2|1|5",35,65,0,0,0,"4|3|2|1|5",5,57,43,"2|1",4,24,76,"2|1",3,6,2,5,6,1,"中国人","中国","中国人",347,"Complete","18-29",1,1,"Intervention","Pass","FL_63","Intervention","China"
"40","2022-09-30 15:11:32","2022-09-30 15:16:11",0,100,279,1,"2022-09-30 15:16:12","anonymous","ZH-S",NA,1,43,0,1,1,10,10,2,"1|2|3|4|5",26,63,0,0,11,"1|2|3|4|5",2,"1|2|3|4|5",49,51,0,0,0,"1|2|3|4|5",5,18,82,"1|2",4,25,75,"1|2",3,7,2,5,7,1,"中国人","中国","中国人",279,"Complete","40-49",0,0,"Control","Pass","FL_88","Control","China"
"41","2022-09-30 15:10:53","2022-09-30 15:16:27",0,100,333,1,"2022-09-30 15:16:27","anonymous","ZH-S",NA,1,43,0,1,1,10,9,1,"4|3|2|1|5",40,30,20,10,0,"4|3|2|1|5",1,"4|3|2|1|5",40,20,20,20,0,"4|3|2|1|5",6,40,60,"2|1",4,30,70,"2|1",4,6,2,7,6,1,"中国人","中国","中国人",333,"Complete","40-49",0,0,"Intervention","Pass","FL_88","Intervention","China"
"42","2022-09-30 15:10:27","2022-09-30 15:16:43",0,100,375,1,"2022-09-30 15:16:44","anonymous","ZH-S",NA,1,31,1,1,1,10,10,1,"4|3|2|1|5",25,25,20,30,0,"4|3|2|1|5",2,"4|3|2|1|5",20,20,20,40,0,"4|3|2|1|5",6,30,70,"2|1",4,50,50,"2|1",3,7,2,5,6,1,"中国人","中国","中国人",375,"Complete","30-39",0,0,"Control","Pass","FL_88","Control","China"
"43","2022-09-30 15:11:37","2022-09-30 15:17:06",0,100,329,1,"2022-09-30 15:17:07","anonymous","ZH-S",NA,1,33,1,1,1,10,8,1,"4|3|2|1|5",50,21,12,0,17,"4|3|2|1|5",1,"4|3|2|1|5",54,31,8,0,7,"4|3|2|1|5",7,40,60,"2|1",4,29,71,"2|1",4,7,2,5,5,1,"中国人","中国","中国人",329,"Complete","30-39",1,1,"Intervention","Pass","FL_63","Intervention","China"
"44","2022-09-30 15:13:33","2022-09-30 15:17:42",0,100,249,1,"2022-09-30 15:17:43","anonymous","ZH-S",NA,1,35,0,1,1,9,8,1,"4|3|2|1|5",18,26,17,18,21,"4|3|2|1|5",1,"4|3|2|1|5",16,19,14,25,26,"4|3|2|1|5",6,50,50,"2|1",4,48,52,"2|1",3,7,2,6,9,1,"中国人","中国","中国人",249,"Complete","30-39",1,1,"Intervention","Pass","FL_63","Intervention","China"
"45","2022-09-30 15:10:55","2022-09-30 15:19:46",0,100,530,1,"2022-09-30 15:19:48","anonymous","ZH-S",NA,1,38,0,1,1,10,10,2,"1|2|3|4|5",27,22,51,0,0,"1|2|3|4|5",1,"1|2|3|4|5",20,37,43,0,0,"1|2|3|4|5",6,57,43,"1|2",3,38,62,"1|2",4,7,2,5,7,1,"中国人","中国","中国人",530,"Complete","30-39",0,1,"Control","Pass","FL_64","Control","China"
"46","2022-09-30 15:13:21","2022-09-30 15:19:59",0,100,397,1,"2022-09-30 15:19:59","anonymous","ZH-S",NA,1,48,0,1,1,10,10,1,"4|3|2|1|5",100,0,0,0,0,"4|3|2|1|5",1,"4|3|2|1|5",100,0,0,0,0,"4|3|2|1|5",4,0,100,"2|1",4,0,100,"2|1",4,7,2,4,5,1,"中国人","中国","中国人",397,"Complete","40-49",0,1,"Control","Pass","FL_64","Control","China"
"47","2022-09-30 15:09:49","2022-09-30 15:20:15",0,100,626,1,"2022-09-30 15:20:20","anonymous","ZH-S",NA,1,37,0,1,1,10,10,1,"1|2|3|4|5",93,7,0,0,0,"1|2|3|4|5",1,"1|2|3|4|5",95,5,0,0,0,"1|2|3|4|5",7,5,95,"1|2",4,7,93,"1|2",4,7,2,5,5,1,"中国人","中国","中国人",626,"Complete","30-39",1,0,"Intervention","Pass","FL_76","Intervention","China"
"48","2022-09-30 15:12:09","2022-09-30 15:20:33",0,100,503,1,"2022-09-30 15:20:33","anonymous","ZH-S",NA,1,47,0,1,1,10,10,2,"1|2|3|4|5",30,40,10,20,0,"1|2|3|4|5",2,"1|2|3|4|5",45,45,5,5,0,"1|2|3|4|5",7,35,65,"1|2",4,40,60,"1|2",3,5,2,5,1,1,"中国人","中国","中国人",503,"Complete","40-49",0,1,"Control","Pass","FL_64","Control","China"
"49","2022-09-30 15:04:49","2022-09-30 15:20:57",0,100,968,1,"2022-09-30 15:20:58","anonymous","ZH-S",NA,1,56,0,1,1,10,10,2,"4|3|2|1|5",50,40,0,0,10,"4|3|2|1|5",1,"4|3|2|1|5",50,20,5,5,20,"4|3|2|1|5",7,10,90,"2|1",4,20,80,"2|1",3,7,2,5,5,1,"中国人","中国","中国人",968,"Complete","50-59",0,0,"Intervention","Pass","FL_88","Intervention","China"
"50","2022-09-30 15:17:20","2022-09-30 15:22:09",0,100,288,1,"2022-09-30 15:22:10","anonymous","ZH-S",NA,1,33,0,1,1,10,10,1,"1|2|3|4|5",47,27,26,0,0,"1|2|3|4|5",1,"1|2|3|4|5",53,31,16,0,0,"1|2|3|4|5",4,28,72,"1|2",4,47,53,"1|2",4,7,2,6,5,1,"中国人","中国","中国人",288,"Complete","30-39",0,0,"Intervention","Pass","FL_88","Intervention","China"
"51","2022-09-30 15:17:39","2022-09-30 15:22:19",0,100,280,1,"2022-09-30 15:22:20","anonymous","ZH-S",NA,1,48,1,1,1,9,7,1,"4|3|2|1|5",15,34,27,9,15,"4|3|2|1|5",1,"4|3|2|1|5",6,13,31,37,13,"4|3|2|1|5",2,71,29,"2|1",3,73,27,"2|1",3,4,2,5,6,1,"中国人","中国","中国人",280,"Complete","40-49",0,0,"Control","Pass","FL_88","Control","China"
"52","2022-09-30 15:14:50","2022-09-30 15:22:32",0,100,461,1,"2022-09-30 15:22:32","anonymous","ZH-S",NA,1,40,1,1,1,10,10,1,"4|3|2|1|5",50,30,10,10,0,"4|3|2|1|5",1,"4|3|2|1|5",60,30,10,0,0,"4|3|2|1|5",4,50,50,"2|1",3,60,40,"2|1",2,7,2,5,5,1,"中国人","中国","中国人",461,"Complete","40-49",1,1,"Intervention","Pass","FL_63","Intervention","China"
"53","2022-09-30 15:19:32","2022-09-30 15:22:52",0,100,199,1,"2022-09-30 15:22:52","anonymous","ZH-S",NA,1,37,0,1,1,7,9,1,"1|2|3|4|5",27,14,15,25,19,"1|2|3|4|5",1,"1|2|3|4|5",14,20,32,13,21,"1|2|3|4|5",6,52,48,"1|2",4,46,54,"1|2",3,7,2,6,9,1,"中国人","中国","中国人",199,"Complete","30-39",1,0,"Intervention","Pass","FL_76","Intervention","China"
"54","2022-09-30 15:11:19","2022-09-30 15:23:09",0,100,710,1,"2022-09-30 15:23:10","anonymous","ZH-S",NA,1,38,1,1,1,10,10,2,"1|2|3|4|5",60,30,0,0,10,"1|2|3|4|5",2,"1|2|3|4|5",50,35,0,0,15,"1|2|3|4|5",6,10,90,"1|2",4,20,80,"1|2",3,6,2,5,3,1,"中国人","中国","中国人",710,"Complete","30-39",1,0,"Control","Pass","FL_76","Control","China"
"55","2022-09-30 15:13:45","2022-09-30 15:24:18",0,100,633,1,"2022-09-30 15:24:19","anonymous","ZH-S",NA,1,32,0,1,1,10,10,2,"1|2|3|4|5",31,22,35,12,0,"1|2|3|4|5",2,"1|2|3|4|5",42,34,0,0,24,"1|2|3|4|5",6,42,58,"1|2",3,44,56,"1|2",3,6,2,6,8,1,"中国人","中国","中国人",633,"Complete","30-39",1,0,"Intervention","Pass","FL_76","Intervention","China"
"56","2022-09-30 15:18:47","2022-09-30 15:24:29",0,100,341,1,"2022-09-30 15:24:29","anonymous","ZH-S",NA,1,42,0,1,1,10,10,1,"1|2|3|4|5",95,0,0,0,5,"1|2|3|4|5",1,"1|2|3|4|5",100,0,0,0,0,"1|2|3|4|5",7,20,80,"1|2",4,10,90,"1|2",4,7,2,6,5,1,"中国人","中国","中国人",341,"Complete","40-49",1,1,"Control","Pass","FL_63","Control","China"
