StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Consent,Age,Sex,Citizenship,Residency,National_Identity_1,National_Identity_2,OwnCCBeliefs,OwnCCBeliefs_DO,OtherCCBeliefs_1,OtherCCBeliefs_2,OtherCCBeliefs_3,OtherCCBeliefs_4,OtherCCBeliefs_5,OtherCCBeliefs_DO,OwnBLBeliefs,OwnBLBeliefs_DO,OtherBLBeliefs_1,OtherBLBeliefs_2,OtherBLBeliefs_3,OtherBLBeliefs_4,OtherBLBeliefs_5,OtherBLBeliefs_DO,timer_control_First Click,timer_control_Last Click,timer_control_Page Submit,timer_control_Click Count,timer_intervention_First Click,timer_intervention_Last Click,timer_intervention_Page Submit,timer_intervention_Click Count,Updated_Beliefs_6,Updated_Beliefs_DO,Confidence_4,Discuss,Expectation_Changes_1,Expectation_Changes_2,Expectation_Changes_DO,Changes,Expectation_Support_1,Expectation_Support_2,Expectation_Support_DO,Support,Efficacy,Comprehension,attention,Education,PoliticalOrientation,Urbanicity,response_id,assignment_id,besample_id,completion_code,Nationality_singular,Country,Nationality_plural,Q_TotalDuration,screenout,Age_Cat,randomizer_CCfirst,randomizer_ownfirst,Condition,Comprehension,Response Type,FL_11_DO,FL_54_DO
1/30/2024 13:56,1/30/2024 14:01,0,100,283,1,1/30/2024 14:01,R_6uANs42BWP14Otz,anonymous,PT-BR,0.899999976,1,23,1,1,1,10,10,2,1|2|3|4|5,75,25,0,0,0,1|2|3|4|5,1,1|2|3|4|5,60,40,0,0,0,1|2|3|4|5,0,0,6.174,0,,,,,85,6,100,7,50,50,1|2,4,65,35,1|2,4,7,2,,5,2,1,791,00028c7ade--65b8f1e5f47be14ddc4e0a1f,4711,3726401,Brasileiro/Brasileira,Brasil,Brasileiros/Brasileiras,283,,18-29,0,0,Control,Pass,Complete,FL_88,Control
1/30/2024 13:53,1/30/2024 14:01,0,100,488,1,1/30/2024 14:01,R_3xRHpBOXOWtPdXR,anonymous,PT-BR,1,1,27,0,1,1,10,10,1,4|3|2|1|5,85,10,5,0,0,4|3|2|1|5,1,4|3|2|1|5,80,7,8,5,0,4|3|2|1|5,,,,,10.932,15.021,17.629,5,88,6,87,5,70,30,2|1,3,31,69,2|1,4,7,2,87,5,3,2,788,00028c7ade--65b8f137f47be14ddc4df227,4711,3712268,Brasileiro/Brasileira,Brasil,Brasileiros/Brasileiras,488,,18-29,0,1,Intervention,Pass,Complete,FL_64,Intervention
1/30/2024 13:44,1/30/2024 14:03,0,100,1103,1,1/30/2024 14:03,R_52zIbj4SbyWDFXU,anonymous,PT-BR,1,1,41,0,1,1,10,6,1,4|3|2|1|5,47,6,12,28,7,4|3|2|1|5,2,4|3|2|1|5,51,22,13,8,6,4|3|2|1|5,0,0,10.102,0,,,,,74,6,76,4,69,31,2|1,3,79,21,2|1,3,6,2,,3,0,1,800,00028c7ade--65b8ef2de616c910ab0000ad,4711,3768800,Brasileiro/Brasileira,Brasil,Brasileiros/Brasileiras,1103,,40-49,1,0,Control,Pass,Complete,FL_76,Control
1/30/2024 13:53,1/30/2024 14:03,0,100,593,1,1/30/2024 14:03,R_7esMA5D57zOP3kJ,anonymous,PT-BR,0.899999976,1,42,0,1,1,10,8,1,4|3|2|1|5,80,10,0,0,10,4|3|2|1|5,1,4|3|2|1|5,50,0,0,0,50,4|3|2|1|5,,,,,0,0,46.037,0,88,6,100,7,90,10,2|1,4,90,10,2|1,4,7,2,88,5,5,1,787,00028c7ade--65b8f151e616c910ab005e6e,4711,3707557,Brasileiro/Brasileira,Brasil,Brasileiros/Brasileiras,593,,40-49,1,1,Intervention,Pass,Complete,FL_63,Intervention
1/30/2024 14:01,1/30/2024 14:06,0,100,312,1,1/30/2024 14:06,R_6iInOF8zYtd8R0R,anonymous,PT-BR,,1,25,0,1,1,10,10,1,1|2|3|4|5,100,0,0,0,0,1|2|3|4|5,1,1|2|3|4|5,100,0,0,0,0,1|2|3|4|5,,,,,4.336,5.294,5.317,2,100,6,100,7,46,54,1|2,4,0,100,1|2,4,7,2,100,5,6,1,801,00028c7ade--65b8ef83e616c910ab000f61,4711,3773511,Brasileiro/Brasileira,Brasil,Brasileiros/Brasileiras,312,,18-29,1,0,Intervention,Pass,Complete,FL_76,Intervention
1/30/2024 13:57,1/30/2024 14:08,0,100,668,1,1/30/2024 14:08,R_72Vo225sUnDSS6k,anonymous,PT-BR,,1,27,0,1,1,5,5,2,1|2|3|4|5,0,100,0,0,0,1|2|3|4|5,2,1|2|3|4|5,0,100,0,0,0,1|2|3|4|5,,,,,6.473,9.354,9.974,3,100,6,0,1,100,0,1|2,3,100,0,1|2,2,99,2,100,5,0,2,804,00028c7ade--65b8f1dae616c910ab00772b,4711,3787644,Brasileiro/Brasileira,Brasil,Brasileiros/Brasileiras,668,,18-29,1,1,Intervention,Pass,Complete,FL_63,Intervention
1/30/2024 14:04,1/30/2024 14:11,0,100,419,1,1/30/2024 14:11,R_1yTkX3TpihMOpwd,anonymous,PT-BR,0.899999976,1,33,1,1,1,10,8,2,1|2|3|4|5,43,32,22,1,2,1|2|3|4|5,2,1|2|3|4|5,65,23,8,1,3,1|2|3|4|5,0,0,25.089,0,,,,,75,6,82,6,68,32,1|2,3,66,34,1|2,2,5,2,,6,6,1,805,00028c7ade--65b8f3b5ff572007eaa3125c,4711,3792355,Brasileiro/Brasileira,Brasil,Brasileiros/Brasileiras,419,,30-39,0,1,Control,Pass,Complete,FL_64,Control
1/30/2024 14:03,1/30/2024 14:13,0,100,626,1,1/30/2024 14:13,R_6QE5YX3L6EyvBSJ,anonymous,PT-BR,0.699999988,1,31,0,1,1,10,10,1,1|2|3|4|5,15,15,30,0,40,1|2|3|4|5,1,1|2|3|4|5,20,20,20,10,30,1|2|3|4|5,,,,,15.56,36.594,42.036,5,80,6,50,3,30,70,1|2,4,20,80,1|2,3,7,2,88,3,7,1,777,00028c7ade--65b8f353f47be14ddc4e6ffc,4711,3660447,Brasileiro/Brasileira,Brasil,Brasileiros/Brasileiras,626,,30-39,0,1,Intervention,Pass,Complete,FL_64,Intervention
1/30/2024 14:07,1/30/2024 14:14,0,100,416,1,1/30/2024 14:14,R_1KvTy8XsQJFf4UE,anonymous,PT-BR,1,1,18,0,1,1,10,10,2,1|2|3|4|5,67,33,0,0,0,1|2|3|4|5,1,1|2|3|4|5,58,24,0,0,18,1|2|3|4|5,,,,,2.974,5.044,18.281,3,100,6,100,4,60,40,1|2,4,0,100,1|2,4,7,2,33,3,5,1,790,00028c7ade--65b8f485624e220790801f3d,4711,3721690,Brasileiro/Brasileira,Brasil,Brasileiros/Brasileiras,416,,18-29,1,0,Intervention,Pass,Complete,FL_76,Intervention
1/30/2024 14:10,1/30/2024 14:15,0,100,263,1,1/30/2024 14:15,R_7iDrMxeEkfE0p0Y,anonymous,PT-BR,0.899999976,1,35,0,1,1,10,5,1,4|3|2|1|5,0,100,0,0,0,4|3|2|1|5,1,4|3|2|1|5,20,10,20,0,50,4|3|2|1|5,,,,,2.673,4.381,4.799,2,100,6,100,7,0,100,2|1,3,0,100,2|1,4,7,2,70,3,5,1,785,00028c7ade--65b8f549f47be14ddc4ebc58,4711,3698135,Brasileiro/Brasileira,Brasil,Brasileiros/Brasileiras,263,,30-39,0,0,Intervention,Pass,Complete,FL_88,Intervention
1/30/2024 14:07,1/30/2024 14:16,0,100,495,1,1/30/2024 14:16,R_1pxGdjF6Y8jGrlE,anonymous,PT-BR,0.899999976,1,32,0,1,1,10,10,1,4|3|2|1|5,38,36,26,0,0,4|3|2|1|5,2,4|3|2|1|5,8,55,21,0,16,4|3|2|1|5,0,0,9.461,0,,,,,56,6,76,5,47,53,2|1,3,39,61,2|1,4,6,2,,5,5,1,803,00028c7ade--65b8f49ef47be14ddc4ea224,4711,3782933,Brasileiro/Brasileira,Brasil,Brasileiros/Brasileiras,495,,30-39,1,1,Control,Pass,Complete,FL_63,Control
1/30/2024 14:07,1/30/2024 14:16,0,100,526,1,1/30/2024 14:16,R_3M56eFin2OYBkS8,anonymous,PT-BR,0.899999976,1,20,0,1,1,9,4,1,1|2|3|4|5,31,6,3,1,59,1|2|3|4|5,1,1|2|3|4|5,20,30,5,5,40,1|2|3|4|5,,,,,4.42,20.327,23.379,7,50,6,50,3,60,40,1|2,3,40,60,1|2,3,7,2,30,3,10,1,783,00028c7ade--65b8f488e616c910ab00feb3,4711,3688713,Brasileiro/Brasileira,Brasil,Brasileiros/Brasileiras,526,,18-29,0,0,Intervention,Pass,Complete,FL_88,Intervention
1/30/2024 14:10,1/30/2024 14:18,0,100,432,1,1/30/2024 14:18,R_745yyEhoBAbapC3,anonymous,PT-BR,1,1,20,1,1,1,10,10,2,1|2|3|4|5,80,20,0,0,0,1|2|3|4|5,2,1|2|3|4|5,20,80,0,0,0,1|2|3|4|5,0,0,1.531,0,,,,,50,6,85,7,70,30,1|2,3,20,80,1|2,3,7,2,,3,10,1,789,00028c7ade--65b8f519624e220790806c75,4711,3716979,Brasileiro/Brasileira,Brasil,Brasileiros/Brasileiras,432,,18-29,1,0,Control,Pass,Complete,FL_76,Control
1/30/2024 14:06,1/30/2024 14:19,0,100,751,1,1/30/2024 14:19,R_7kddocXkGNTXWeB,anonymous,PT-BR,1,1,19,1,1,1,10,10,1,4|3|2|1|5,45,35,0,0,20,4|3|2|1|5,1,4|3|2|1|5,20,40,0,0,40,4|3|2|1|5,,,,,3.951,9.84,12.994,12,60,6,61,5,70,30,2|1,2,70,30,2|1,3,4,2,88,5,6,1,782,00028c7ade--65b8f433ff572007eaa32511,4711,3684002,Brasileiro/Brasileira,Brasil,Brasileiros/Brasileiras,751,,18-29,1,1,Intervention,Pass,Complete,FL_63,Intervention
1/30/2024 13:51,1/30/2024 14:20,0,100,1706,1,1/30/2024 14:20,R_7Rr5apEhNLz8R13,anonymous,PT-BR,0.400000006,1,38,1,1,1,10,9,1,4|3|2|1|5,67,19,8,6,0,4|3|2|1|5,1,4|3|2|1|5,67,21,4,8,0,4|3|2|1|5,0,0,9.537,0,,,,,85,6,99,6,30,70,2|1,4,20,80,2|1,4,6,2,,5,8,1,778,00028c7ade--65b8f0e0e616c910ab004dc1,4711,3665158,Brasileiro/Brasileira,Brasil,Brasileiros/Brasileiras,1706,,30-39,0,0,Control,Pass,Complete,FL_88,Control
1/30/2024 14:11,1/30/2024 14:20,0,100,536,1,1/30/2024 14:20,R_31uUuynUGfBObbi,anonymous,PT-BR,1,1,27,1,1,1,10,7,1,1|2|3|4|5,79,7,1,7,6,1|2|3|4|5,1,1|2|3|4|5,70,20,3,3,4,1|2|3|4|5,0,0,8.787,0,,,,,75,6,84,6,31,69,1|2,3,90,10,1|2,4,7,2,,5,10,1,798,00028c7ade--65b8f570624e220790807841,4711,3759378,Brasileiro/Brasileira,Brasil,Brasileiros/Brasileiras,536,,18-29,0,0,Control,Pass,Complete,FL_88,Control
1/30/2024 14:14,1/30/2024 14:20,0,100,382,1,1/30/2024 14:20,R_3gptSF9QI2sqVVU,anonymous,PT-BR,1,1,20,1,1,1,10,10,1,4|3|2|1|5,60,19,6,0,15,4|3|2|1|5,1,4|3|2|1|5,71,21,0,0,8,4|3|2|1|5,0,0,19.071,0,,,,,100,6,95,1,80,20,2|1,3,68,32,2|1,3,4,2,,3,5,1,795,00028c7ade--65b8f60fff572007eaa38b4d,4711,3745245,Brasileiro/Brasileira,Brasil,Brasileiros/Brasileiras,382,,18-29,1,0,Control,Pass,Complete,FL_76,Control
1/30/2024 14:11,1/30/2024 14:25,0,100,835,1,1/30/2024 14:25,R_75So4L885BXoaDm,anonymous,PT-BR,0.899999976,1,33,0,1,1,10,10,1,1|2|3|4|5,46,16,7,5,26,1|2|3|4|5,2,1|2|3|4|5,29,36,32,3,0,1|2|3|4|5,,,,,13.109,14.323,14.791,3,63,6,69,6,29,71,1|2,4,19,81,1|2,3,7,2,88,3,5,1,797,00028c7ade--65b8f589ff572007eaa37a28,4711,3754667,Brasileiro/Brasileira,Brasil,Brasileiros/Brasileiras,835,,30-39,1,1,Intervention,Pass,Complete,FL_63,Intervention
1/30/2024 15:42,1/30/2024 15:44,0,100,167,1,1/30/2024 15:44,R_11bEZa4tWJS33dj,anonymous,PT-BR,1,1,29,1,1,1,10,10,1,1|2|3|4|5,100,0,0,0,0,1|2|3|4|5,1,1|2|3|4|5,100,0,0,0,0,1|2|3|4|5,,,,,0,0,10.126,0,18,6,64,7,0,100,1|2,4,80,20,1|2,4,7,2,88,4,5,1,796,00028c7ade--65b90ab6ff572007eaa65fd9,4711,3749956,Brasileiro/Brasileira,Brasil,Brasileiros/Brasileiras,167,speeder,18-29,0,1,Intervention,Pass,Complete,FL_64,Intervention
1/30/2024 15:54,1/30/2024 15:59,0,100,317,1,1/30/2024 15:59,R_77HcQ7W6NgmOqVX,anonymous,PT-BR,1,1,30,0,1,1,10,8,1,1|2|3|4|5,55,24,10,7,4,1|2|3|4|5,1,1|2|3|4|5,55,25,10,7,3,1|2|3|4|5,0,0,4.328,0,,,,,44,6,7,1,32,68,1|2,3,26,74,1|2,3,5,2,,5,5,1,786,00028c7ade--65b90d85ff572007eaa6c167,4711,3702846,Brasileiro/Brasileira,Brasil,Brasileiros/Brasileiras,317,,30-39,0,1,Control,Pass,Complete,FL_64,Control
1/30/2024 15:54,1/30/2024 16:04,0,100,620,1,1/30/2024 16:04,R_6bKvWUC98Dia4lS,anonymous,PT-BR,1,1,21,0,1,1,10,10,1,4|3|2|1|5,92,0,8,0,0,4|3|2|1|5,5,4|3|2|1|5,44,31,0,25,0,4|3|2|1|5,0,0,6.801,0,,,,,93,6,84,7,35,65,2|1,3,45,55,2|1,2,7,2,,3,0,2,793,00028c7ade--65b90d58e616c910ab041ff6,4711,3735823,Brasileiro/Brasileira,Brasil,Brasileiros/Brasileiras,620,,18-29,1,1,Control,Pass,Complete,FL_63,Control
1/30/2024 16:01,1/30/2024 16:07,0,100,375,1,1/30/2024 16:07,R_76hFgWSekpo25vE,anonymous,PT-BR,1,1,34,1,1,1,10,8,3,1|2|3|4|5,66,19,7,8,0,1|2|3|4|5,2,1|2|3|4|5,49,33,13,5,0,1|2|3|4|5,,,,,0,0,20.122,0,24,6,71,7,85,15,1|2,2,61,39,1|2,1,2,2,88,5,9,1,799,00028c7ade--65b90f13e616c910ab0462d1,4711,3764089,Brasileiro/Brasileira,Brasil,Brasileiros/Brasileiras,375,,30-39,0,0,Intervention,Pass,Complete,FL_88,Intervention
1/30/2024 16:05,1/30/2024 16:12,0,100,388,1,1/30/2024 16:12,R_5dmClzdYPdbx0Zl,anonymous,PT-BR,0.899999976,1,29,0,1,1,10,10,2,4|3|2|1|5,20,40,20,0,20,4|3|2|1|5,2,4|3|2|1|5,10,40,40,0,10,4|3|2|1|5,,,,,12.023,12.023,14.947,1,20,6,50,4,70,30,2|1,3,80,20,2|1,3,4,2,80,5,3,1,792,00028c7ade--65b9103ae616c910ab048acb,4711,3731112,Brasileiro/Brasileira,Brasil,Brasileiros/Brasileiras,388,,18-29,1,1,Intervention,Pass,Complete,FL_63,Intervention
1/30/2024 16:13,1/30/2024 16:18,0,100,274,1,1/30/2024 16:18,R_1KOOdusRzAgc8xc,anonymous,PT-BR,0.899999976,1,33,0,1,1,10,5,1,1|2|3|4|5,30,50,20,0,0,1|2|3|4|5,1,1|2|3|4|5,40,60,0,0,0,1|2|3|4|5,0,0,5.657,0,,,,,30,6,50,7,80,20,1|2,3,70,30,1|2,4,7,2,,3,4,1,792,00028c7ade--65b91214ff572007eaa7761e,4711,3731112,Brasileiro/Brasileira,Brasil,Brasileiros/Brasileiras,274,,30-39,1,0,Control,Pass,Complete,FL_76,Control
1/30/2024 16:11,1/30/2024 16:19,0,100,426,1,1/30/2024 16:19,R_72sGHQNEv31OBBV,anonymous,PT-BR,0.899999976,1,19,0,1,1,10,10,1,1|2|3|4|5,80,0,0,0,20,1|2|3|4|5,2,1|2|3|4|5,7,51,0,0,42,1|2|3|4|5,0,0,7.842,0,,,,,50,6,30,7,50,50,1|2,4,30,70,1|2,4,7,2,,3,10,1,804,00028c7ade--65b91173624e22079084c576,4711,3787644,Brasileiro/Brasileira,Brasil,Brasileiros/Brasileiras,426,,18-29,0,1,Control,Pass,Complete,FL_64,Control
1/30/2024 16:13,1/30/2024 16:25,0,100,701,1,1/30/2024 16:25,R_3DmFsXqtbUhAtR7,anonymous,PT-BR,1,1,23,0,1,1,5,5,1,4|3|2|1|5,0,0,0,0,100,4|3|2|1|5,5,4|3|2|1|5,0,0,0,12,88,4|3|2|1|5,,,,,5.232,5.875,6.101,2,11,6,16,3,85,15,2|1,2,100,0,2|1,3,1,2,5,3,4,2,781,00028c7ade--65b911a0ff572007eaa75ded,4711,3679291,Brasileiro/Brasileira,Brasil,Brasileiros/Brasileiras,701,,18-29,0,0,Intervention,Pass,Complete,FL_88,Intervention
1/30/2024 16:19,1/30/2024 16:25,0,100,389,1,1/30/2024 16:25,R_6700q8ADSuyjSVj,anonymous,PT-BR,1,1,19,1,1,1,10,10,1,4|3|2|1|5,50,0,0,0,50,4|3|2|1|5,1,4|3|2|1|5,50,20,0,0,30,4|3|2|1|5,0,0,6.271,0,,,,,100,6,100,4,100,0,2|1,3,80,20,2|1,3,6,2,,3,5,1,793,00028c7ade--65b9135df47be14ddc52e208,4711,3735823,Brasileiro/Brasileira,Brasil,Brasileiros/Brasileiras,389,,18-29,0,0,Control,Pass,Complete,FL_88,Control
1/30/2024 19:28,1/30/2024 19:33,0,100,304,1,1/30/2024 19:33,R_58mKIhAX909Z2JH,anonymous,PT-BR,1,1,42,1,1,1,9,9,2,1|2|3|4|5,10,90,0,0,0,1|2|3|4|5,1,1|2|3|4|5,100,0,0,0,0,1|2|3|4|5,0,0,5.133,0,,,,,100,6,90,7,50,50,1|2,3,61,39,1|2,3,999,2,,5,4,1,792,00028c7de5--65b93fdcf47be14ddc5a90c0,4711,3731112,Brasileiro/Brasileira,Brasil,Brasileiros/Brasileiras,304,,40-49,1,1,Control,Pass,Complete,FL_63,Control
1/30/2024 19:27,1/30/2024 19:35,0,100,480,1,1/30/2024 19:35,R_6gAdHizTqybLDBN,anonymous,PT-BR,0.699999988,1,31,1,1,1,10,10,1,1|2|3|4|5,30,10,18,11,31,1|2|3|4|5,1,1|2|3|4|5,27,19,20,23,11,1|2|3|4|5,,,,,7.592,11.268,12.659,2,100,6,100,7,44,56,1|2,3,46,54,1|2,4,7,2,55,6,10,1,808,00028c7de5--65b93f93ff572007eaaea7eb,4711,3806488,Brasileiro/Brasileira,Brasil,Brasileiros/Brasileiras,480,,30-39,1,0,Intervention,Pass,Complete,FL_76,Intervention
1/30/2024 19:28,1/30/2024 19:35,0,100,432,1,1/30/2024 19:35,R_5Ez1mLVY11dqy8r,anonymous,PT-BR,1,1,23,0,1,1,10,10,2,4|3|2|1|5,51,38,8,3,0,4|3|2|1|5,1,4|3|2|1|5,53,36,6,5,0,4|3|2|1|5,,,,,19.814,33.833,37.883,2,84,6,100,5,60,40,2|1,2,75,25,2|1,3,6,2,83,3,5,1,835,00028c7de5--65b93fd5f47be14ddc5a8f48,4711,3933685,Brasileiro/Brasileira,Brasil,Brasileiros/Brasileiras,432,,18-29,0,1,Intervention,Pass,Complete,FL_64,Intervention
1/30/2024 19:31,1/30/2024 19:38,0,100,387,1,1/30/2024 19:38,R_10k0wCyRhPWVyYF,anonymous,PT-BR,0.899999976,1,29,1,1,1,10,10,1,4|3|2|1|5,100,0,0,0,0,4|3|2|1|5,2,4|3|2|1|5,0,100,0,0,0,4|3|2|1|5,0,0,17.7,0,,,,,100,6,86,7,26,74,2|1,4,25,75,2|1,3,999,2,,3,5,1,822,00028c7de5--65b9405eff572007eaaece45,4711,3872442,Brasileiro/Brasileira,Brasil,Brasileiros/Brasileiras,387,,18-29,1,1,Control,Pass,Complete,FL_63,Control
