"","StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","DistributionChannel","UserLanguage","Q_RecaptchaScore","Consent","Age","Sex","Citizenship","Residency","National_Identity_1","National_Identity_2","OwnCCBeliefs","OwnCCBeliefs_DO","OtherCCBeliefs_1","OtherCCBeliefs_2","OtherCCBeliefs_3","OtherCCBeliefs_4","OtherCCBeliefs_5","OtherCCBeliefs_DO","OwnBLBeliefs","OwnBLBeliefs_DO","OtherBLBeliefs_1","OtherBLBeliefs_2","OtherBLBeliefs_3","OtherBLBeliefs_4","OtherBLBeliefs_5","OtherBLBeliefs_DO","Discuss","Expectation_Changes_1","Expectation_Changes_2","Expectation_Changes_DO","Changes","Expectation_Support_1","Expectation_Support_2","Expectation_Support_DO","Support","Efficacy","Comprehension","Education","PoliticalOrientation","Urbanicity","Nationality_singular","Country","Nationality_plural","Q_TotalDuration","Response.Type","Age_Cat","randomizer_CCfirst","randomizer_ownfirst","Condition","Comprehension.1","FL_11_DO","FL_54_DO","country"
"11","2022-09-23 17:42:43","2022-09-23 17:44:25",0,100,102,1,"2022-09-23 17:44:25","anonymous","PT-BR",0.899999976158142,1,25,1,1,1,10,10,4,"1|2|3|4|5",86,14,0,0,0,"1|2|3|4|5",4,"1|2|3|4|5",83,17,0,0,0,"1|2|3|4|5",5,58,42,"1|2",2,67,33,"1|2",1,6,4,NA,NA,NA,"Brasileiro/Brasileira","Brasil","Brasileiros/Brasileiras",102,"QualityFail","18-29",0,0,"Intervention","Fail","FL_88","Intervention","Brazil"
"12","2022-09-23 17:40:13","2022-09-23 17:44:38",0,100,265,1,"2022-09-23 17:44:38","anonymous","PT-BR",1,1,29,0,1,1,10,10,2,"4|3|2|1|5",5,4,51,37,3,"4|3|2|1|5",2,"4|3|2|1|5",6,6,52,24,12,"4|3|2|1|5",7,38,62,"2|1",4,0,100,"2|1",4,7,2,6,0,1,"Brasileiro/Brasileira","Brasil","Brasileiros/Brasileiras",265,"Complete","18-29",0,1,"Intervention","Pass","FL_64","Intervention","Brazil"
"13","2022-09-23 17:40:20","2022-09-23 17:44:38",0,100,258,1,"2022-09-23 17:44:39","anonymous","PT-BR",1,1,32,1,1,1,10,10,1,"1|2|3|4|5",74,26,0,0,0,"1|2|3|4|5",1,"1|2|3|4|5",100,0,0,0,0,"1|2|3|4|5",7,25,75,"1|2",4,40,60,"1|2",3,7,2,5,7,1,"Brasileiro/Brasileira","Brasil","Brasileiros/Brasileiras",258,"Complete","30-39",1,0,"Control","Pass","FL_76","Control","Brazil"
"14","2022-09-23 17:40:39","2022-09-23 17:44:50",0,100,250,1,"2022-09-23 17:44:50","anonymous","PT-BR",1,1,51,0,1,1,10,10,4,"4|3|2|1|5",0,0,16,84,0,"4|3|2|1|5",4,"4|3|2|1|5",0,0,60,40,0,"4|3|2|1|5",5,41,59,"2|1",2,32,68,"2|1",2,2,2,3,0,1,"Brasileiro/Brasileira","Brasil","Brasileiros/Brasileiras",250,"Complete","50-59",0,0,"Control","Pass","FL_88","Control","Brazil"
"15","2022-09-23 17:40:32","2022-09-23 17:44:51",0,100,259,1,"2022-09-23 17:44:51","anonymous","PT-BR",0.899999976158142,1,21,0,1,1,10,10,2,"4|3|2|1|5",0,100,0,0,0,"4|3|2|1|5",2,"4|3|2|1|5",0,88,0,12,0,"4|3|2|1|5",7,64,36,"2|1",4,85,15,"2|1",4,7,2,3,0,1,"Brasileiro/Brasileira","Brasil","Brasileiros/Brasileiras",259,"Complete","18-29",0,0,"Control","Pass","FL_88","Control","Brazil"
"16","2022-09-23 17:40:03","2022-09-23 17:44:51",0,100,288,1,"2022-09-23 17:44:52","anonymous","PT-BR",1,1,34,1,1,1,10,10,1,"1|2|3|4|5",64,16,20,0,0,"1|2|3|4|5",1,"1|2|3|4|5",34,15,27,14,10,"1|2|3|4|5",7,36,64,"1|2",3,50,50,"1|2",3,7,2,5,0,1,"Brasileiro/Brasileira","Brasil","Brasileiros/Brasileiras",288,"Complete","30-39",1,0,"Control","Pass","FL_76","Control","Brazil"
"17","2022-09-23 17:40:41","2022-09-23 17:45:07",0,100,265,1,"2022-09-23 17:45:07","anonymous","PT-BR",1,1,37,1,1,1,10,10,1,"4|3|2|1|5",100,0,0,0,0,"4|3|2|1|5",1,"4|3|2|1|5",35,42,16,7,0,"4|3|2|1|5",7,83,17,"2|1",3,66,34,"2|1",4,7,2,3,5,1,"Brasileiro/Brasileira","Brasil","Brasileiros/Brasileiras",265,"Complete","30-39",0,0,"Control","Pass","FL_88","Control","Brazil"
"18","2022-09-23 17:42:15","2022-09-23 17:45:08",0,100,173,1,"2022-09-23 17:45:09","anonymous","PT-BR",1,1,25,0,1,1,10,9,1,"1|2|3|4|5",94,6,0,0,0,"1|2|3|4|5",1,"1|2|3|4|5",47,32,21,0,0,"1|2|3|4|5",7,0,100,"1|2",4,85,15,"1|2",4,7,2,5,0,1,"Brasileiro/Brasileira","Brasil","Brasileiros/Brasileiras",173,"Speeder","18-29",1,1,"Control","Pass","FL_63","Control","Brazil"
"19","2022-09-23 17:42:14","2022-09-23 17:45:11",0,100,177,1,"2022-09-23 17:45:11","anonymous","PT-BR",0.899999976158142,1,32,1,1,1,10,10,1,"1|2|3|4|5",61,39,0,0,0,"1|2|3|4|5",1,"1|2|3|4|5",57,43,0,0,0,"1|2|3|4|5",6,29,71,"1|2",2,51,49,"1|2",4,6,2,3,4,1,"Brasileiro/Brasileira","Brasil","Brasileiros/Brasileiras",177,"Speeder","30-39",1,0,"Intervention","Pass","FL_76","Intervention","Brazil"
"20","2022-09-23 17:42:19","2022-09-23 17:45:14",0,100,174,1,"2022-09-23 17:45:14","anonymous","PT-BR",1,1,26,1,1,1,10,10,1,"4|3|2|1|5",0,22,27,51,0,"4|3|2|1|5",3,"4|3|2|1|5",41,35,24,0,0,"4|3|2|1|5",7,0,100,"2|1",4,100,0,"2|1",1,7,2,7,10,1,"Brasileiro/Brasileira","Brasil","Brasileiros/Brasileiras",174,"Speeder","18-29",1,0,"Intervention","Pass","FL_76","Intervention","Brazil"
"21","2022-09-23 17:42:48","2022-09-23 17:45:33",0,100,165,1,"2022-09-23 17:45:34","anonymous","PT-BR",1,1,40,0,1,1,10,10,1,"1|2|3|4|5",16,16,29,15,24,"1|2|3|4|5",1,"1|2|3|4|5",19,14,20,19,28,"1|2|3|4|5",7,15,85,"1|2",4,30,70,"1|2",4,7,2,3,2,1,"Brasileiro/Brasileira","Brasil","Brasileiros/Brasileiras",165,"Speeder","40-49",0,1,"Intervention","Pass","FL_64","Intervention","Brazil"
"22","2022-09-23 17:42:17","2022-09-23 17:45:36",0,100,199,1,"2022-09-23 17:45:37","anonymous","PT-BR",0.899999976158142,1,18,0,1,1,1,10,1,"1|2|3|4|5",56,44,0,0,0,"1|2|3|4|5",1,"1|2|3|4|5",67,33,0,0,0,"1|2|3|4|5",3,27,73,"1|2",4,77,23,"1|2",4,999,2,3,2,2,"Brasileiro/Brasileira","Brasil","Brasileiros/Brasileiras",199,"Complete","18-29",1,0,"Intervention","Pass","FL_76","Intervention","Brazil"
"23","2022-09-23 17:42:53","2022-09-23 17:45:39",0,100,165,1,"2022-09-23 17:45:39","anonymous","PT-BR",0.899999976158142,1,30,0,1,1,10,9,2,"1|2|3|4|5",18,68,14,0,0,"1|2|3|4|5",1,"1|2|3|4|5",44,56,0,0,0,"1|2|3|4|5",7,18,82,"1|2",3,66,34,"1|2",2,7,2,7,6,1,"Brasileiro/Brasileira","Brasil","Brasileiros/Brasileiras",165,"Speeder","30-39",0,1,"Control","Pass","FL_64","Control","Brazil"
"24","2022-09-23 17:45:04","2022-09-23 17:45:44",0,100,39,1,"2022-09-23 17:45:44","anonymous","PT-BR",0.899999976158142,1,0,1,1,1,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"Brasileiro/Brasileira","Brasil","Brasileiros/Brasileiras",39,"Screenout","",NA,NA,"","","","","Brazil"
"25","2022-09-23 17:40:24","2022-09-23 17:45:48",0,100,324,1,"2022-09-23 17:45:49","anonymous","PT-BR",1,1,60,0,1,1,10,10,2,"4|3|2|1|5",20,10,10,40,20,"4|3|2|1|5",5,"4|3|2|1|5",10,10,10,10,60,"4|3|2|1|5",7,0,100,"2|1",4,0,100,"2|1",4,7,2,6,10,1,"Brasileiro/Brasileira","Brasil","Brasileiros/Brasileiras",324,"Complete","60+",0,0,"Control","Pass","FL_88","Control","Brazil"
"26","2022-09-23 17:42:15","2022-09-23 17:45:52",0,100,216,1,"2022-09-23 17:45:52","anonymous","PT-BR",1,1,38,1,1,1,10,10,1,"4|3|2|1|5",100,0,0,0,0,"4|3|2|1|5",3,"4|3|2|1|5",0,90,10,0,0,"4|3|2|1|5",7,90,10,"2|1",3,90,10,"2|1",2,7,2,3,10,1,"Brasileiro/Brasileira","Brasil","Brasileiros/Brasileiras",216,"Complete","30-39",1,1,"Intervention","Pass","FL_63","Intervention","Brazil"
"27","2022-09-23 17:42:17","2022-09-23 17:45:52",0,100,215,1,"2022-09-23 17:45:52","anonymous","PT-BR",1,1,57,1,1,1,10,10,5,"4|3|2|1|5",26,27,27,20,0,"4|3|2|1|5",5,"4|3|2|1|5",19,15,42,19,5,"4|3|2|1|5",4,57,43,"2|1",2,50,50,"2|1",2,6,2,3,7,1,"Brasileiro/Brasileira","Brasil","Brasileiros/Brasileiras",215,"Complete","50-59",0,0,"Intervention","Pass","FL_88","Intervention","Brazil"
"28","2022-09-23 17:40:32","2022-09-23 17:46:02",0,100,330,1,"2022-09-23 17:46:02","anonymous","PT-BR",0.899999976158142,1,33,0,1,1,10,9,2,"4|3|2|1|5",56,44,0,0,0,"4|3|2|1|5",2,"4|3|2|1|5",58,42,0,0,0,"4|3|2|1|5",6,16,84,"2|1",3,16,84,"2|1",3,6,2,5,5,1,"Brasileiro/Brasileira","Brasil","Brasileiros/Brasileiras",330,"Complete","30-39",0,1,"Intervention","Pass","FL_64","Intervention","Brazil"
"29","2022-09-23 17:43:01","2022-09-23 17:46:12",0,100,190,1,"2022-09-23 17:46:12","anonymous","PT-BR",0.899999976158142,1,20,0,1,1,10,10,2,"1|2|3|4|5",60,40,0,0,0,"1|2|3|4|5",2,"1|2|3|4|5",78,22,0,0,0,"1|2|3|4|5",7,46,54,"1|2",4,44,56,"1|2",4,7,2,3,6,1,"Brasileiro/Brasileira","Brasil","Brasileiros/Brasileiras",190,"Complete","18-29",0,1,"Intervention","Pass","FL_64","Intervention","Brazil"
"30","2022-09-23 17:42:11","2022-09-23 17:46:26",0,100,255,1,"2022-09-23 17:46:27","anonymous","PT-BR",0.899999976158142,1,43,0,1,1,10,5,1,"1|2|3|4|5",100,0,0,0,0,"1|2|3|4|5",1,"1|2|3|4|5",100,0,0,0,0,"1|2|3|4|5",7,50,50,"1|2",3,55,45,"1|2",3,6,2,5,10,1,"Brasileiro/Brasileira","Brasil","Brasileiros/Brasileiras",255,"Complete","40-49",1,1,"Control","Pass","FL_63","Control","Brazil"
"31","2022-09-23 17:40:40","2022-09-23 17:46:26",0,100,345,1,"2022-09-23 17:46:27","anonymous","PT-BR",1,1,44,1,1,1,9,10,3,"4|3|2|1|5",0,16,34,50,0,"4|3|2|1|5",2,"4|3|2|1|5",0,31,19,50,0,"4|3|2|1|5",7,70,30,"2|1",4,61,39,"2|1",4,7,2,2,9,1,"Brasileiro/Brasileira","Brasil","Brasileiros/Brasileiras",345,"Complete","40-49",0,1,"Intervention","Pass","FL_64","Intervention","Brazil"
"32","2022-09-23 17:40:23","2022-09-23 17:46:28",0,100,364,1,"2022-09-23 17:46:28","anonymous","PT-BR",1,1,32,1,1,1,10,9,2,"4|3|2|1|5",5,70,5,10,10,"4|3|2|1|5",2,"4|3|2|1|5",15,70,10,5,0,"4|3|2|1|5",6,10,90,"2|1",4,40,60,"2|1",3,6,2,3,7,1,"Brasileiro/Brasileira","Brasil","Brasileiros/Brasileiras",364,"Complete","30-39",1,1,"Intervention","Pass","FL_63","Intervention","Brazil"
"33","2022-09-23 17:42:02","2022-09-23 17:46:32",0,100,269,1,"2022-09-23 17:46:32","anonymous","PT-BR",1,1,37,0,1,1,10,10,1,"4|3|2|1|5",0,0,0,100,0,"4|3|2|1|5",2,"4|3|2|1|5",0,0,0,100,0,"4|3|2|1|5",7,0,100,"2|1",4,0,100,"2|1",4,7,2,3,5,1,"Brasileiro/Brasileira","Brasil","Brasileiros/Brasileiras",269,"Complete","30-39",0,1,"Control","Pass","FL_64","Control","Brazil"
"34","2022-09-23 17:40:51","2022-09-23 17:46:34",0,100,342,1,"2022-09-23 17:46:34","anonymous","PT-BR",0.899999976158142,1,42,1,1,1,10,10,2,"1|2|3|4|5",38,62,0,0,0,"1|2|3|4|5",2,"1|2|3|4|5",70,30,0,0,0,"1|2|3|4|5",7,39,61,"1|2",4,40,60,"1|2",3,7,2,5,7,1,"Brasileiro/Brasileira","Brasil","Brasileiros/Brasileiras",342,"Complete","40-49",1,1,"Intervention","Pass","FL_63","Intervention","Brazil"
"35","2022-09-23 17:44:04","2022-09-23 17:46:38",0,100,154,1,"2022-09-23 17:46:39","anonymous","PT-BR",1,1,23,1,1,1,10,10,2,"4|3|2|1|5",100,0,0,0,0,"4|3|2|1|5",2,"4|3|2|1|5",100,0,0,0,0,"4|3|2|1|5",7,0,100,"2|1",4,0,100,"2|1",4,7,2,3,5,1,"Brasileiro/Brasileira","Brasil","Brasileiros/Brasileiras",154,"Speeder","18-29",1,0,"Intervention","Pass","FL_76","Intervention","Brazil"
"36","2022-09-23 17:40:49","2022-09-23 17:46:40",0,100,350,1,"2022-09-23 17:46:40","anonymous","PT-BR",1,1,21,0,1,1,4,10,1,"4|3|2|1|5",100,0,0,0,0,"4|3|2|1|5",1,"4|3|2|1|5",100,0,0,0,0,"4|3|2|1|5",7,50,50,"2|1",4,89,11,"2|1",4,5,2,3,6,1,"Brasileiro/Brasileira","Brasil","Brasileiros/Brasileiras",350,"Complete","18-29",1,1,"Control","Pass","FL_63","Control","Brazil"
"37","2022-09-23 17:40:21","2022-09-23 17:46:41",0,100,380,1,"2022-09-23 17:46:42","anonymous","PT-BR",1,1,32,0,1,1,10,10,2,"4|3|2|1|5",0,56,29,15,0,"4|3|2|1|5",1,"4|3|2|1|5",90,0,0,0,10,"4|3|2|1|5",6,20,80,"2|1",4,9,91,"2|1",4,7,2,5,5,1,"Brasileiro/Brasileira","Brasil","Brasileiros/Brasileiras",380,"Complete","30-39",0,0,"Intervention","Pass","FL_88","Intervention","Brazil"
"38","2022-09-23 17:40:50","2022-09-23 17:46:44",0,100,353,1,"2022-09-23 17:46:44","anonymous","PT-BR",1,1,20,1,1,1,10,10,2,"4|3|2|1|5",0,100,0,0,0,"4|3|2|1|5",2,"4|3|2|1|5",0,39,19,42,0,"4|3|2|1|5",5,35,65,"2|1",3,45,55,"2|1",2,4,2,3,0,1,"Brasileiro/Brasileira","Brasil","Brasileiros/Brasileiras",353,"Complete","18-29",0,1,"Intervention","Pass","FL_64","Intervention","Brazil"
"39","2022-09-23 17:40:38","2022-09-23 17:46:47",0,100,369,1,"2022-09-23 17:46:48","anonymous","PT-BR",1,1,33,0,1,1,5,5,4,"4|3|2|1|5",0,33,38,29,0,"4|3|2|1|5",3,"4|3|2|1|5",0,34,36,30,0,"4|3|2|1|5",3,28,72,"2|1",1,51,49,"2|1",2,2,2,2,2,1,"Brasileiro/Brasileira","Brasil","Brasileiros/Brasileiras",369,"Complete","30-39",0,0,"Intervention","Pass","FL_88","Intervention","Brazil"
"40","2022-09-23 17:40:34","2022-09-23 17:46:48",0,100,373,1,"2022-09-23 17:46:48","anonymous","PT-BR",1,1,47,1,1,1,9,10,1,"4|3|2|1|5",4,84,10,2,0,"4|3|2|1|5",1,"4|3|2|1|5",50,35,10,5,0,"4|3|2|1|5",4,56,44,"2|1",1,58,42,"2|1",4,4,2,3,5,2,"Brasileiro/Brasileira","Brasil","Brasileiros/Brasileiras",373,"Complete","40-49",0,1,"Intervention","Pass","FL_64","Intervention","Brazil"
"41","2022-09-23 17:40:46","2022-09-23 17:46:51",0,100,364,1,"2022-09-23 17:46:51","anonymous","PT-BR",1,1,42,1,1,1,10,10,1,"4|3|2|1|5",48,2,24,26,0,"4|3|2|1|5",1,"4|3|2|1|5",23,26,16,19,16,"4|3|2|1|5",7,32,68,"2|1",3,47,53,"2|1",3,6,2,5,8,1,"Brasileiro/Brasileira","Brasil","Brasileiros/Brasileiras",364,"Complete","40-49",0,0,"Control","Pass","FL_88","Control","Brazil"
"42","2022-09-23 17:40:17","2022-09-23 17:46:53",0,100,396,1,"2022-09-23 17:46:53","anonymous","PT-BR",1,1,47,1,1,1,10,10,1,"4|3|2|1|5",64,5,10,20,1,"4|3|2|1|5",1,"4|3|2|1|5",38,6,24,29,3,"4|3|2|1|5",7,35,65,"2|1",4,20,80,"2|1",4,7,2,5,10,1,"Brasileiro/Brasileira","Brasil","Brasileiros/Brasileiras",396,"Complete","40-49",0,1,"Control","Pass","FL_64","Control","Brazil"
"43","2022-09-23 17:40:54","2022-09-23 17:47:00",0,100,365,1,"2022-09-23 17:47:00","anonymous","PT-BR",NA,1,27,0,1,1,10,10,2,"4|3|2|1|5",0,0,47,53,0,"4|3|2|1|5",2,"4|3|2|1|5",0,0,50,50,0,"4|3|2|1|5",7,49,51,"2|1",3,48,52,"2|1",3,7,2,6,5,2,"Brasileiro/Brasileira","Brasil","Brasileiros/Brasileiras",365,"Complete","18-29",0,1,"Control","Pass","FL_64","Control","Brazil"
"44","2022-09-23 17:40:49","2022-09-23 17:47:00",0,100,371,1,"2022-09-23 17:47:01","anonymous","PT-BR",0.899999976158142,1,32,1,1,1,10,10,1,"4|3|2|1|5",83,17,0,0,0,"4|3|2|1|5",1,"4|3|2|1|5",52,22,26,0,0,"4|3|2|1|5",6,0,100,"2|1",3,49,51,"2|1",4,6,2,6,5,1,"Brasileiro/Brasileira","Brasil","Brasileiros/Brasileiras",371,"Complete","30-39",0,1,"Control","Pass","FL_64","Control","Brazil"
"45","2022-09-23 17:40:49","2022-09-23 17:47:00",0,100,371,1,"2022-09-23 17:47:01","anonymous","PT-BR",1,1,52,0,1,1,10,4,2,"1|2|3|4|5",19,81,0,0,0,"1|2|3|4|5",1,"1|2|3|4|5",69,31,0,0,0,"1|2|3|4|5",4,72,28,"1|2",3,62,38,"1|2",4,7,2,5,5,1,"Brasileiro/Brasileira","Brasil","Brasileiros/Brasileiras",371,"Complete","50-59",1,0,"Control","Pass","FL_76","Control","Brazil"
"46","2022-09-23 17:42:10","2022-09-23 17:47:02",0,100,291,1,"2022-09-23 17:47:02","anonymous","PT-BR",0.899999976158142,1,21,0,1,1,10,5,2,"4|3|2|1|5",0,100,0,0,0,"4|3|2|1|5",1,"4|3|2|1|5",100,0,0,0,0,"4|3|2|1|5",4,69,31,"2|1",3,0,100,"2|1",3,7,2,3,10,1,"Brasileiro/Brasileira","Brasil","Brasileiros/Brasileiras",291,"Complete","18-29",1,1,"Control","Pass","FL_63","Control","Brazil"
"47","2022-09-23 17:42:46","2022-09-23 17:47:02",0,100,256,1,"2022-09-23 17:47:02","anonymous","PT-BR",1,1,25,1,1,1,10,10,2,"4|3|2|1|5",31,53,9,7,0,"4|3|2|1|5",2,"4|3|2|1|5",14,44,19,0,23,"4|3|2|1|5",7,0,100,"2|1",4,0,100,"2|1",4,7,2,3,0,1,"Brasileiro/Brasileira","Brasil","Brasileiros/Brasileiras",256,"Complete","18-29",0,1,"Intervention","Pass","FL_64","Intervention","Brazil"
"48","2022-09-23 17:40:31","2022-09-23 17:47:04",0,100,393,1,"2022-09-23 17:47:05","anonymous","PT-BR",0.899999976158142,1,33,1,1,1,10,10,1,"4|3|2|1|5",60,20,20,0,0,"4|3|2|1|5",1,"4|3|2|1|5",100,0,0,0,0,"4|3|2|1|5",4,70,30,"2|1",4,0,100,"2|1",3,7,2,3,5,1,"Brasileiro/Brasileira","Brasil","Brasileiros/Brasileiras",393,"Complete","30-39",1,1,"Control","Pass","FL_63","Control","Brazil"
"49","2022-09-23 17:40:42","2022-09-23 17:47:06",0,100,384,1,"2022-09-23 17:47:07","anonymous","PT-BR",1,1,55,1,1,1,10,10,1,"4|3|2|1|5",30,20,10,30,10,"4|3|2|1|5",1,"4|3|2|1|5",20,20,20,10,30,"4|3|2|1|5",7,30,70,"2|1",4,70,30,"2|1",3,7,2,5,3,1,"Brasileiro/Brasileira","Brasil","Brasileiros/Brasileiras",384,"Complete","50-59",1,0,"Intervention","Pass","FL_76","Intervention","Brazil"
"50","2022-09-23 17:40:38","2022-09-23 17:47:14",0,100,395,1,"2022-09-23 17:47:14","anonymous","PT-BR",1,1,28,1,1,1,10,10,2,"4|3|2|1|5",20,20,20,40,0,"4|3|2|1|5",2,"4|3|2|1|5",10,40,10,40,0,"4|3|2|1|5",7,70,30,"2|1",2,80,20,"2|1",2,6,2,5,5,1,"Brasileiro/Brasileira","Brasil","Brasileiros/Brasileiras",395,"Complete","18-29",1,0,"Intervention","Pass","FL_76","Intervention","Brazil"
"51","2022-09-23 17:39:15","2022-09-23 17:47:16",0,100,480,1,"2022-09-23 17:47:16","anonymous","PT-BR",1,1,25,0,1,1,10,9,1,"4|3|2|1|5",100,0,0,0,0,"4|3|2|1|5",1,"4|3|2|1|5",89,0,0,11,0,"4|3|2|1|5",6,31,69,"2|1",3,71,29,"2|1",4,6,2,5,1,1,"Brasileiro/Brasileira","Brasil","Brasileiros/Brasileiras",480,"Complete","18-29",1,0,"Intervention","Pass","FL_76","Intervention","Brazil"
